user_pseudo_id,total_usd_revenue
d41d2476e16c0fae37ed1524fa13416d,89.90999999999998
24c45b53ab9c7a23df1eff6f6555dd85,39.98
cd58ff86611efc315dff2340f0b93690,38.801512
64e36e77e261badd16fcff813b3f732f,35.745228
614b60085341629f97191c779a324119,30.644608
6a676b5c8e980299b0b3af418af72888,22.875911000000002
84a150217ddaabb9429e03adf0007340,22.707686000000002
a9c91cb1fcb10f6c06520bff6b468e25,20.433146
4131a29888c92b80bbb15dfb8874d09d,19.99
43feca57ecddbd9a1551ec26292d2fcf,19.99
79d7ba1982a81bd877bb0aa05131a0c2,19.99
c76c05b84589ac5653cb8639b135397a,19.99
d34c7dfdf9ca4412487ebcf7c5e70a2f,19.99
ad6163de8a0ac94e96aa101ed80ca410,19.729195
1985d012c9f76136b725604397890b2c,19.456159
67d010c69c6b9740d45c7d25d6df1dfb,19.141243
6e0d9d416f437858e72a51735acbff79,18.743816000000002
78e6e34b5ad25e4c46d7d4afaad1129f,14.99
69e0bff1977dd91d5af3ab70cf4fc1a4,14.608937000000001
2ee9e2b785496d1ac847d3a17ac91f4d,12.35091
447370fdded7e4ea2a0e62f55e4ee130,12.086050999999998
ca6f30188b1324afe01f3fcc7c89408b,10.924944
17b766cea6d7e3ae7f2c200e60052830,10.902198
befc49b03e863a098623e18f39594648,10.481642
830d378c70e7233b5dab5a47cd76118c,10.413921
214ee699722e9fda10b0b0c6b0a48924,9.99
26acebf7eabc2fc7813bdc3bd918e981,9.99
e653f2158f6cfd5ff2419fac857a93dc,9.99
4e78b1ebc8031561526a9727875feaf1,9.884367999999998
5e564323919f7ee24c465672f4c582e2,9.721996
e7548f507ffa367c77a9d875fda67367,9.201509999999999
9743355d35b0572080056378570283bb,8.146682
70b586b98d1dc692e694327a61456568,7.650276
a0a2f789aa4c0c210ad7f15abbfc2135,6.98
c3e32d1f93cb3cf66daa0dababbcc28f,6.48
1b782af94ac81034622aeba10daf3a45,6.2024989999999995
838b0f0ea14cc315ede40dc25bb05ace,5.451099
56854730815f210bec4a0a0abb7efa43,5.10062
ccaafab16d2f0a672205f8016ffeb44a,5.10062
0b56f0008750fdd74ea9a551765396d8,4.99
5962cba558d0d581b17239f8f3349ed9,4.99
e43c70dbaccc8f7c21cf11cf4f9f91d2,4.99
f1c1b45b5dbaea8836087bcf6c0c74fd,4.9014869999999995
c5610cfad106acbaad9e7282c26b74da,4.783516
5b381743eb7404482ea5d876c7178e72,4.128612
1a11937bfef317393e262d3005ae61f3,4.014336
aec7da7f72cea82196c029cf21df22c5,3.99
fb589c414a3038680a26044d2ac44861,3.99
bae4a3f218e00c7e79fa6619b74023da,3.9800000000000004
a2475685596cc2dd2d346047f525871b,3.885084
0511b553c966f8247b222fb058651dbf,3.444707
65df7aeac951512238d8c5a75dd8f27d,3.341723
40ab4a2167a86b274c163dc33d44bad6,2.99
0d549eec9eb57d3bbbbbcb5ffe084cd4,2.9699999999999998
280591f289816cb17773ba182779382d,2.862692
2111305d86073b8d200dd3a18bcafedb,2.82712
768a79760f4edf368da0a6fcc8441650,2.707619
3113df581079c0a329e8b0bb993616f2,2.667719
bfb602dc6b534a47265582eca7ee3ae3,2.667719
88def224ad01a0a1f33524e7bb07a650,2.317417
b9687cec72a767d782531df4c51ac325,2.317417
63b84e32a51b72635ecd68d2c192a25e,2.243201
1eb96a353db6959abe43f04daa152f55,1.99
95ef174e11b58c9181bb448338576020,1.99
bcba0f7ebbc063b1baa99dbaef056769,1.98
dc317925a648905eef47f5459fdf8150,1.7172429999999999
1086a53941e6f71d0bcfd3ec3967b4f5,1.703984
f1ef367431c849c80eea07e1d392e35b,1.70094
7b99326ced1d7fcb1052451fb725f833,1.082926
85925fc280f1d5dfb355edb8964e714a,1.061973
98f687d0baf84674508c5eaccb3b7feb,1.02239
9f1e394e831a590d7e13476364c5e335,1.016274
9f2a8c3b8f04d3280d6796f67e85a096,1.011947
aa470e67eea18b17d1facbb8da771b2a,1.011947
19138a009370ef8d52c0d95cea5146b0,0.99
659274085479403d3fa36ef2e39df399,0.99
8f93ee9ddcfa730e42a3236477ba09de,0.99
ea95a3fa9f3269fb88fa0551c165aac4,0.99
1ea4e9dc768ac8b545398e3b99156cf9,0.88924
5ed07ffb706f0d12b0c261979e238705,0.886071
1a662338e57f2bff29293fc859fb9a61,0.733315
6777406b1a2a5ab73112aa86991f4403,0.717895
8d35af6ca97ea766d34fc3688c8f3bcb,0.717895
f75240d83e36bbff33a75584ece501f0,0.705296
14ed18f0c9ed8863272650f2cea80f50,0.660988
c722bbd6af534d2fc1d81c593a58a3d3,0.57187
6b07f6a7299e0877ab5f4268a76feab4,0.545275
bdf3e4f00507f454f781c4ce9dd3282f,0.545275
d8aa2a1798a3eebcfceaee5cd0651cc9,0.532542
f596450da757f34f5db8be43d5e723c2,0.522091
5c844d832a90f1c80988e66e32871c23,0.508137
c82274b799c18a7b08f000ec2c989252,0.448451
161b5b815f7728041c2947ea6a387906,0.231027
0823fefaf8c329fdd9f441e7481ccb69,0.224108
2222b9527a0629b65644306af333c7e9,0.196552
