user_pseudo_id,total_usd_revenue
c9f4e5b8ab72c5514484493670f759b7,61.836565
c8cfc78c0c4cf05dc71118ca621e7bab,59.99
1ea4e9dc768ac8b545398e3b99156cf9,44.23399499999999
c4fc26a4e560acc5a58eafa83bc8cf6e,34.97
614b60085341629f97191c779a324119,25.759223
06e7589bdc1bb802e4a22466806ae183,25.748915
ec59c0688b15334fa2437e01adbcc088,24.98
d18f9ca4737f146376af028f64701b36,24.979999999999997
6e0d9d416f437858e72a51735acbff79,22.983800000000002
d8aa2a1798a3eebcfceaee5cd0651cc9,22.320354000000002
b2b8d6d5a21bdd0fecdd22f69a29c963,21.979999999999997
1708d487f1a80d352976eb872ae22cc3,20.671821
843edf7d58325599d5d08ea69e7c6b58,19.99
6275c86e745eca309f41fa94d2e573c4,19.306848
9826e2a5494a2d9f271cf74d3333c232,16.984084
301732c85f93fd07a1c7c0d9b8648d2d,16.94
65df7aeac951512238d8c5a75dd8f27d,16.846707
a065a615b4ff107708520d29f804275b,16.841966
768a79760f4edf368da0a6fcc8441650,16.710741
3473c6498a695a01d64bee836db33115,14.98
9fcc0c96ae4b54499419fa623ee30dd4,14.97
3c18140d0507a23467b67721f535099d,11.990053
8f93ee9ddcfa730e42a3236477ba09de,11.950000000000001
0efcb0bf043cf0237fd8905cfebd61f9,11.479602
7ba2ab6f80a9d29b149bb2a4905db83f,11.020397
25c35165adb8b5d394b69b3e433da221,10.297504
4e78b1ebc8031561526a9727875feaf1,10.287196
447370fdded7e4ea2a0e62f55e4ee130,10.124985
31c650f2120c701907447e0e14e8a44c,9.99
4bce5f9d9086f985db178cc2e7f2b0b6,9.652217
f59eb16b673c72d1b926a1163b862f3e,8.482618
29d4eb27977384de1cf2cd0bac1558eb,7.94
9a01bb0eb808c3114e3fe2d9a408c19f,7.902427
40515ff84f149c832814ffdeb09eca24,7.057030000000001
d841708be27ce83135867ca9c4026c63,5.98
c6cdbc0b827d2b32fd92294ead038205,5.96
d9b6e1c6bbc20221e7e8e2784858d807,5.96
ae85f1e1ef1798d3c51c4cfe737d53b8,5.9514689999999995
3bf9978132b37874b98aaa50272f0d4b,5.143598
c2129edac3e1c8ef0a9ad7dcd69534e1,5.143598
eab21aea02144f00cd30d8373a55100e,5.143598
40ab4a2167a86b274c163dc33d44bad6,4.99
c0eed247b8e5dc0be7a59ecf2761eb7b,4.99
02dcc16d208362496d66e0128fe7112d,4.98
8e8153a5e14f9c80f71c057a25203eea,4.957315
81075596d174e0644f5f2aa6621ccbae,4.552126
c9f63179bccfcc4a5b73b465282c20a4,4.032021
1985d012c9f76136b725604397890b2c,3.9385190000000003
1707a192aa542891c38091531bf585c8,3.7829669999999997
f1c1b45b5dbaea8836087bcf6c0c74fd,3.3172170000000003
37d07eb2f0578af698b2cfea0b15375b,3.082036
6457c49b2e949e275878c079340a7469,3.082036
f9a0a06f797a7640605a299c380fad49,3.082036
7b97fcf1e65b9ac6df832f700feb25e7,2.99
46b5f747ed6ac28a50751de3c0eb73cc,2.98
1a662338e57f2bff29293fc859fb9a61,2.8482469999999998
5fb7fa07dcc5b0a6b98b0c4fd055fd9c,2.571841
90d1009f3582ac71ba83a1d33d790ce6,2.562359
2cb1d54fd4d40cc11e5754252116d783,2.051255
95eb7ae9521f19f1ba6c998c83a349e5,2.051255
6f98c4375937751749e53e7ad55f0a0c,1.93492
70ec8bb6cc7f18c62a0b1aa9c2aee429,1.761972
8032bc2d6b9e618a76bc4c77669457ec,1.733006
25a484848607e4515d35ad8fe88c4dee,1.696524
a2475685596cc2dd2d346047f525871b,1.08799
304744dfe3ad37b5485bfdae3019931d,1.066651
cf7eab18c6529844b3282991bbfa672f,1.020473
f01c8d5937d25f1bcde7932c9ef7937e,1.020473
02d30c55fd36fd46738c0b51d1bf2c09,0.99
3930ba22ea00e99189139a51d7790ff9,0.99
bae4a3f218e00c7e79fa6619b74023da,0.99
c9595c2161dd501032d31213aa471a33,0.99
a19a4fc771ad403daef98f91f9faa15d,0.889764
85925fc280f1d5dfb355edb8964e714a,0.8531790000000001
a94b41e1e3ec3dfd3d4f1de6cf7092f4,0.824026
0b355439c20f68d5ee5e546544a1b80c,0.769957
a061a3e134ac031946bcb7820ec267ad,0.720011
b66a66874f700c5def9bcdaa5606575e,0.711239
d2b49a7f3ce0ea477c6e8cb71be86af3,0.711239
6048d12811be6d048f87f33c01a0d77d,0.543995
9f1e394e831a590d7e13476364c5e335,0.508437
c0b8247c7061b48daf9abee357caaa4e,0.432218
30634fcc42c67af8040584cda4eb03b2,0.225095
4345e821dfd0531e22e3fa65753c0cbf,0.225095
