user_pseudo_id,total_usd_revenue
e35956e9ed76dfd3ddc9eab4bf73adcb,266.565142
38fb22130f864f600e78be5398697716,187.826856
9a0bbc41240552a1372fa5380ea80c70,99.97
658dd65f2aa8442a809aedf8d04abf1b,93.897775
f5001a85203eed15651a87b0997abd54,85.92
fd1859e99b068e1c0ae2923fbc5715a0,71.97
c9f4e5b8ab72c5514484493670f759b7,62.601995
09af81984b68a92ffc3a0f3545cae37b,60.704499
aafb005384f20544c04beb8d3d9d2ca8,42.076778000000004
47155eb0b7f58a5b778f85deedbaa381,37.536153
614b60085341629f97191c779a324119,36.492612
b66a66874f700c5def9bcdaa5606575e,35.438636
c867ef6b0a9a4f5cc27ed6d543afde96,33.942186
26acebf7eabc2fc7813bdc3bd918e981,29.99
bb06d676bd504c6cf2635781aded3270,25.216718
ec457d8fb18da694c91e8085b74eec2c,24.979999999999997
84e6a317ea2f99c5ed03cc5b9148d5e8,23.97
757e9ba76ced1fc7c0250cab6c24fa95,20.97
368f2227617808cc3fd488947cd7d5ed,20.860375
d5f8018bfa8e03b6ea53b3d82a67387d,20.860375
acac8b9252e20f560ac334e7456496fc,20.22257
e208c77800889301c06fb1dbeaa388ad,20.22257
8e8153a5e14f9c80f71c057a25203eea,20.209922
3e8644e85ee0599f4a2441e94b0d79cd,19.99
ee23e8fb32f6fb468f19ac6602cdc8b9,19.99
f7a7dbb2b65e2567ca686ec28675de57,19.99
8bbdff9a093efebb59c1211a57b86979,19.5727
8bafcd7e1a0269e1ebf080b68b7f52e9,17.698447
c6cdbc0b827d2b32fd92294ead038205,17.450000000000003
6c04071c57115ec3bfeead85b0b2811d,17.04817
5d390c3806ded0aaeca991dba04dff91,15.966751
f2460a428865cbd21f5a8e20d808af80,15.048995
21d257f0d46cac2951301fd5eef1c4e5,14.97
fad023905310a3a971a46c31218150ce,13.775617
7d6d0113421009d60fe03cc6170c137d,12.99
97e528e4e4de34c654baeaf9291afffe,12.501615000000001
7194517b7c574f991e7bc5967f22e7d6,10.98
19a82e92206ff0633978d6fab27d148a,10.42497
913d239e4b73952e688524274695dd92,10.42497
a9c91cb1fcb10f6c06520bff6b468e25,10.42497
447370fdded7e4ea2a0e62f55e4ee130,10.250698
7a806236ec4387e27b9b9c03e193b54e,9.99
c02d0ca4cbed327c0fc97b92ac236ee9,9.99
2a2a093d4108b4741842342b8cbae2d9,8.96
03f26ab2bb838e5ffd25d054d2e100de,8.64062
22c48a5d4c073b37f7b2414e2b62d745,8.051726
e6cdc9635679aa62ecd3c77e1c91c45e,6.970851
20955d9fd00caaa44b7faaf5809a268b,5.98
01e625f9f34cd03bbc329bf1b5942031,5.046157
39c556f53b3abf25f993ca721157f766,5.046157
0f4f2ea6304f20185460de71d3f10ced,4.99
2288a365fa67a8d637787d74f8421fc9,4.99
408882ba759458c635da3b8e5ca5ae0c,4.99
40ab4a2167a86b274c163dc33d44bad6,4.99
41cdc02dff0332225299042372d9982b,4.99
a8904ad026c0c48b82f14ca8d01c1877,4.99
d922054f74d77ed6e891f23feae5c224,4.99
0a97535c0f03c2d6fb7ee5faab144b32,4.650566
b81511ff034a1788339d4f565afa6040,4.313318
65df7aeac951512238d8c5a75dd8f27d,4.264644
3945952f3fee443707d8ebf31ed79a4f,4.163727
aba1f3363e2c678a3f9f1fff6a89c0e0,4.007211
7a4f9106f6d39696a3152f2539f4f6b5,3.99
37cd4835bdf175c8edc82d2561f490a6,3.757544
85925fc280f1d5dfb355edb8964e714a,3.478183
d7a66bc4e8e1c789d7223dd5162cdf82,3.2520239999999996
