user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,total_ad_revenue,total_iap_revenue,total_revenue
0c78803860b9c42be8fcba991746525c,42.0,0.0,0.0030220160260796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030220160260796,0.0,0.0030220160260796
141cc8d148d21bffd1bb3b9db029dbe1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17acb4d080ddd37d953147b8c1da6f3f,42.0,1.0,0.0043012001551687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043012001551687,0.0,0.0043012001551687
1a905e43a90a1ba8cd6a90043463d5bb,42.0,1.0,0.056156501173973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056156501173973,0.0,0.056156501173973
26d46a309fd716e033e40101d195eb1c,42.0,0.0,0.2979161534458399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979161534458399,0.0,0.2979161534458399
27294d85f24a79641e4bccc972133947,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2d6e002392de1ef832ee8451a3ed42f6,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320aed32906ed1e962b1b36efae43565,42.0,0.0,0.0539539791643619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539539791643619,0.0,0.0539539791643619
50882587c31700c1af60073e5122d21f,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5d0acf42b175f1caafd68b146d2ed6f4,42.0,0.0,0.0,0.0,0.0,0.0,0.0422840155661106,0.0,0.0,0.0,0.0422840155661106,0.0,0.0422840155661106
