user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,total_ad_revenue,total_iap_revenue,total_revenue
a9d354f0a167a53521d84f1dc020ac19,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02b05d3294e9b283da32102527131b68,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
071e4fc617726ff381fea4d7f752e635,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8ae40a3fc3a4655fa1e430d8dcfc488,42.0,0.0,0.0066975980298593,0.0,0.0071490766713395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138466747011988,0.0,0.0138466747011988
f7084264e72e331632373e3e57504721,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b20956079c24212ab28c83ded15ef6,42.0,0.0,0.0596739016473293,0.0,0.1526364460587501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2123103477060794,0.0,0.2123103477060794
880ced0ea4068854886e01c11bfc8651,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9155347e406911c340d16ac547599d5b,42.0,1.0,0.04446791857481,0.0,0.1441952139139175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18866313248872751,0.0,0.18866313248872751
a2db8339c5e8daf3aee159c1bf486ce8,42.0,1.0,0.9840866923332214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840866923332214,0.0,0.9840866923332214
eb2f9975acc7bac1b04dfc5e5bc1cb89,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721dea8fe01151e6e305bcd3a4ae3ba,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460213b35c7302b93e830ccfc5de204d,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2ede7880415010e1e559865180331df0,42.0,1.0,0.0970063963904976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0970063963904976,0.0,0.0970063963904976
68a536e69bf57880d53862c63bfebee4,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b6008dce51dd762f09a965ab3c37f8e,42.0,1.0,4.978201199322939,0.0,2.7785414904356003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.756742689758539,0.0,7.756742689758539
7c6a421ef6d3aa8fc7e762c1224dd172,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeb5159621bfcb7c0e9faee63599f09f,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
