user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,total_ad_revenue,total_iap_revenue,total_revenue
0b1d87158fd9462cffd85c69421fb648,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fc9ac48ce615733d03baae8ce5748f8,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363d4be956086e16fbaf97181cdb5cc,42.0,0.0,0.38151940330863,0.0,0.0,0.0,0.38151940330863,0.0,0.38151940330863
348ed19b5c5937913ede3a4e4045021a,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4965cb03fa0d9a66f1a4c9c66d0fb9c7,42.0,0.0,0.0211249999701976,0.0,0.0,0.0,0.0211249999701976,0.0,0.0211249999701976
50cc1a2e116f86b971a2a57c9e252240,42.0,0.0,0.0084757809527218,0.0,0.0118980125989764,0.0,0.0203737935516982,0.0,0.0203737935516982
52ab8bd5c01a6b38385e63d42ea4f6cd,42.0,1.0,0.5580712184309959,0.0,0.0,0.0,0.5580712184309959,0.0,0.5580712184309959
5a11a28512ca38307262ff886155acca,42.0,0.0,0.0188688104972243,0.0,0.0,0.0,0.0188688104972243,0.0,0.0188688104972243
68022b13869e7e086432099704e9a3b7,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72e9d749400ba06899a76ce040eadb84,42.0,1.0,0.8456412926316261,0.0,0.0,0.0,0.8456412926316261,0.0,0.8456412926316261
7efe94e490ad0b9cdc96c5a7cbac4638,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9341731018495dc7840f835b45ff53a1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978123e7ba99d0136482301d42428bea,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9907dccc60fa79ef26581a8f40ca9ffb,42.0,0.0,0.0114479260519146,0.0,0.0,0.0,0.0114479260519146,0.0,0.0114479260519146
9ad97594ade1b248e55817296745f1b2,42.0,0.0,0.0064006180036813,0.0,0.0,0.0,0.0064006180036813,0.0,0.0064006180036813
b934bf8108fc5203a9e5cbbee6ed9585,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbae9e1b7ddfba470983ba7f8ea9d979,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c5acf0b6354abcdb69278cc3988a0ae4,42.0,1.0,0.0162150003015995,0.0,0.0,0.0,0.0162150003015995,0.0,0.0162150003015995
cfae33bd2e7517621dfda82e656a815c,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d00daa0bb359c989a3d976212cdc8f63,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d27d1e1164c8722af27db70012a222a8,42.0,1.0,0.4681075531989336,0.0,0.2262607626616954,0.0,0.694368315860629,0.0,0.694368315860629
d3c91646a0074a1550e5bdf879bb6e47,42.0,1.0,0.2610377203673124,0.0,0.0,0.0,0.2610377203673124,0.0,0.2610377203673124
deeb90a15c15dee230fe98aad3e7b9f0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0564e6259ea30513cfaf87d128082ba,42.0,0.0,0.4354082010686397,0.0,0.1705274228588678,0.0,0.6059356239275075,0.0,0.6059356239275075
fe14701a64fb1624f235a656d5206b24,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f839fe7a5031b3ea3bb6dff25f0c4456,42.0,1.0,0.3506045639514923,0.0,0.0,0.0,0.3506045639514923,0.0,0.3506045639514923
c56994772571752d830f093ce74e51b7,42.0,1.0,0.0135224657133221,0.0,0.0,0.0,0.0135224657133221,0.0,0.0135224657133221
1afef08830cfa43f887f155872b0a1ee,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ad95ac90f172b5d5bba97d0e0d7d958e,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23acb2622c634cc69720cc363a26d6b9,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206de9a12c16e8648aa0aea9d13edda2,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6f7ddb8fcfa71230ec52579123adcd2,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384234133bd7a1ca3433c8425934ab8d,42.0,0.0,0.0037789978086948,0.0,0.0,0.0,0.0037789978086948,0.0,0.0037789978086948
ba7dea0d94bc1af1b2fd7d370b59c2b0,42.0,0.0,0.0235125601757317,0.0,0.0,0.0,0.0235125601757317,0.0,0.0235125601757317
e798ce987a4a07aead5594d151851e1b,42.0,0.0,0.004958848003298,0.0,0.0,0.0,0.004958848003298,0.0,0.004958848003298
2f4429c17f1237874634194aaf6e14e9,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5420853f19915e2ebc545a67eb0bd2b,42.0,1.0,0.0,0.0,0.0056667733006179,0.0,0.0056667733006179,0.0,0.0056667733006179
f81a6c51a0a3561351cbae2b1e9fa3a3,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29e46a93e3d32343d5a38aed3233a113,42.0,1.0,0.0132261393591761,0.0,0.0,0.0,0.0132261393591761,0.0,0.0132261393591761
5db18721b5db660f2a3eca8cc7fe0478,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4e8ee3057bf46798b4c0c5a03c274a3,42.0,1.0,0.0020966201554983,0.0,0.0,0.0,0.0020966201554983,0.0,0.0020966201554983
1493253158ccf04d71b336493cceb129,42.0,0.0,0.0094456002116203,0.0,0.0,0.0,0.0094456002116203,0.0,0.0094456002116203
d7f8fd9e66e6809b1c36ae9ce7981687,42.0,1.0,0.1482987278141081,0.0,0.1597356665879488,0.0,0.30803439440205693,0.0,0.30803439440205693
dcaa5e354d9830aef7e8cf79b6cc73a6,42.0,1.0,5.09944087266922,1.024553,0.0,0.0,5.09944087266922,1.024553,6.12399387266922
fc56457a931b9d80209f09e3d7b2e1e0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701567c98f2cd70f7d2ba5bc0fa0b04b,42.0,1.0,0.1608432754874229,0.0,0.0,0.0,0.1608432754874229,0.0,0.1608432754874229
