user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,AdRev_D8,IAPRev_D8,total_ad_revenue,total_iap_revenue,total_revenue
28e6eae7a74fb1fcd61062baca70ffd8,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2a8f73a2e60788dbbec371a2c4ee882c,42.0,0.0,0.0003962439950555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003962439950555,0.0,0.0003962439950555
2c0070a98c1f42aaea9dbcde48295899,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39f9ae3ba2090a15c00c4b999f53b78c,42.0,1.0,0.0,0.0,0.0112482802942395,0.0,0.0043235914781689,0.0,0.0064984620548784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034952962305396,0.0,0.0,0.0,0.0255656300578264,0.0,0.0255656300578264
490f5bbb19c808a29c9d1f2e5b8bdbc1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77cdb516e98fff18eb1a6c2654bda0dd,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8267323821931d9002cc85459238a8e5,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993d78a82be1df9e8bea90e9475f235f,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ade181b48cc834c135f813a761dd511,42.0,1.0,0.090819819830358,0.0,0.0078367460519075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986565658822655,0.0,0.0986565658822655
acdb9f988a55a4afc2864ac9ff752497,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
af00f345476e0bdae97aacfd22480be1,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6e2c3044e5aa5ebf6c5c98f480bbd5f,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cbd83c930ccc233a0a1986cb156c5430,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ddf55e52d60798f5d6efc198a0de60d1,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa096bc5c14d2eb714a49290322fdfa4,42.0,1.0,0.2890558987855911,0.0,0.1391040496528148,0.0,0.1087432256899774,0.0,0.0540924267843365,0.0,0.038812686689198,0.0,0.0816174773499369,0.0,0.0146246496587991,0.0,0.0,0.0,0.0237587289884686,0.0,0.7498091435991224,0.0,0.7498091435991224
ff43d8fe2edf82f401473550c3505bc3,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e2a2fd9dbc42c73166cdb54ab07322d,42.0,0.0,0.0207067672163248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207067672163248,0.0,0.0207067672163248
559c217efdc72e4e28e9fe72c980b120,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
