user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,AdRev_D8,IAPRev_D8,AdRev_D9,IAPRev_D9,AdRev_D10,IAPRev_D10,AdRev_D11,IAPRev_D11,AdRev_D12,IAPRev_D12,total_ad_revenue,total_iap_revenue,total_revenue
04e4a8998a7cd2825673d336af2e5db4,42.0,0.0,0.0463276929222047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188101744279265,0.0,0.0,0.0,0.011216995306313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07635486265644419,0.0,0.07635486265644419
0dfa75a7468f6c4ee9571fff15243050,42.0,1.0,0.1951259698253125,0.0,0.086542671197094,0.0,0.0,0.0,0.0,0.0,0.0587052666814997,0.0,0.0491219225805252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259608902502805,0.0,0.0471284122904762,0.0,0.1215062371920794,0.0,0.0489268383244052,0.0,0.8666662205941973,0.0,0.8666662205941973
25fc38100cfa189f060d3ec85e815d14,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271dfb96c3e6e9dd73964ee23055f441,42.0,1.0,0.0826747082173824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0826747082173824,0.0,0.0826747082173824
512bafdf2233712a60fe6ab7f4259271,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5252fe9bfaebcb31b276bb107d0c9b66,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709a67f05c0e727d1e34c1e44b8d37c1,42.0,0.0,0.1700695725157857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700695725157857,0.0,0.1700695725157857
77a935e5435ff25c72e58f05eeb7249a,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80a14a474750f73ff91956e71aae3f3b,42.0,0.0,0.0042210654355585,0.0,0.0802695229649543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08449058840051281,0.0,0.08449058840051281
80b05e15957de4c76474b88f8a966ba8,42.0,0.0,0.2487707287073135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487707287073135,0.0,0.2487707287073135
9fa52ef480ea4f5926b5b3185047eddc,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2ded766a57d61e8d7614c46a371e136,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc57ff6cf9c19d5b57d5356d0a7db7d0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc66e366e9fc26882112a6fbe2b0158f,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e4ad899c3efc4a88ded552db00d65d56,42.0,1.0,0.0242646988481283,0.0,0.0,0.0,0.0184983387589454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427630376070737,0.0,0.0427630376070737
ec7f0a46946616288d66ea2656c62873,42.0,1.0,0.0,0.0,0.0794943589717149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794943589717149,0.0,0.0794943589717149
fb3c9e52450c613ace175f58c177e9e9,42.0,1.0,0.1413437761366367,0.0,0.9939584122039378,0.0,0.3737887446768582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5090909330174327,0.0,1.5090909330174327
93379e4d553a9c3b8ad208bba85fc743,42.0,0.0,0.0362603151734219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362603151734219,0.0,0.0362603151734219
0899c10b3f1b09057647262041ddbf74,42.0,0.0,0.9355912879109384,0.0,0.8152825906872749,0.0,2.284543812274933,0.0,0.068437285721302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662083029747009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.170063279569149,0.0,4.170063279569149
1f9726764bfb830010d63115524122fb,42.0,1.0,0.0054024998098611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054024998098611,0.0,0.0054024998098611
3566b6e279d31de29c9598d1006f8310,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34df3800e3a71eb8df61eecabbcf018b,42.0,1.0,0.0379986092448234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379986092448234,0.0,0.0379986092448234
bf059a7285f7f94a8bed9388f1acf693,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9171f6480e03094d53dc567f5de74c45,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12a86e2d4c1bb0cd262ac736e59b47de,42.0,0.0,0.1813001055270433,0.0,0.0,0.0,0.1900354940444231,0.0,0.0,0.0,0.0624816864728927,0.0,0.0811170153319835,0.0,0.0997426621615886,0.0,0.0,0.0,0.0211210772395133,0.0,0.0571337603032588,0.0,0.0817263945937156,0.0,0.0,0.0,0.0,0.0,0.7746581956744187,0.0,0.7746581956744187
b5299859dfb54baa69cabf3d0b519c8d,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c83bf1851c2aec7bd881373b5baef598,42.0,0.0,1.1881667077541351,0.0,0.2037697434425354,0.0,0.3305432796478271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7224797308444977,0.0,1.7224797308444977
03589c678cba477d7f3c0a22076b97ab,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e9ad189f0cf40e4488610c84bd9f8d44,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee21b1c8bae6781ce301747f5e311589,42.0,1.0,0.2394513189792633,0.0,0.0,0.0,0.1115453895181417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350996708497405,0.0,0.350996708497405
3da18b2a7a11cae055f150f42873e630,42.0,0.0,1.409712553024292,0.0,0.5370391607284546,0.0,0.0,0.0,1.412657231092453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3594089448451996,0.0,3.3594089448451996
1dd3f71b6eebd35f1383ece07fb487ec,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
