user_pseudo_id,revenue_sum,ad_impression_count,max_time_in_game,max_session_number,max_world,max_level
009474708378f2afc83baa4357fdacd1,0.8986050486564636,1,20129756.0,1,,
00bc64c44f9cd94fa2df368101c118d7,0.00432498031295836,2,491193.0,1,,
0122e2777ca9773436fbbc3b70c20274,0.26609214022755623,4,3478581.0,2,,
01433e6e9ee70b907a1692c5da8d1afa,0.029450252652168274,3,3642026.0,3,,
02eae6fe826c9c85a39968e090bff6d6,0.007178869564086199,1,332.0,1,,
05a0b89a382aebbbcf08eb3ad9be22cc,0.009653035551309586,1,10188983.0,1,,
05d50e9d126bd733c4bc64fab2144ee1,0.0376700924243778,5,99186.0,7,,
0825af1573a48c93147b442add294f04,0.02762255075504072,34,5505214.0,18,,
0cee7622ff9dfdbb0407330f5d8cc58e,0.013780624605715275,2,431.0,1,,
0f90756c4d5a8e161d4cda233894f3fb,0.015859398990869522,1,24068820.0,1,,
102bd15a0cc226ff1ad15ed6eec745db,0.014122424647212029,1,361.0,1,,
1063926398cb75e45133a2fa277b022d,0.004180368036031723,1,538.0,1,,
12e0b8f367e4b2230e60a497971363bb,0.0015050600050017238,1,165229.0,4,,
1384415ecd0d6d5c51487db0fc9430be,0.14383943751454353,2,10178532.0,2,,
144a16a89f2bba5b944b0fb02a016b85,0.020057895686477423,3,13871669.0,1,,
19ce7fe72e3258a63de87931b01d90a0,0.4734988361597061,6,804.0,1,,
1dbc387ce2788cc837d4d5525f1e66b5,2.6144487261772156,3,425.0,1,,
1ffa2c361b11b595b7f18e709e33fab9,0.03057226398959756,3,65575.0,2,,
253e31be9a20164f92e415e21e10671a,0.10574288666248322,1,329.0,1,,
25cec8ab3c81a88224d0447617ca2cde,0.061560001224279404,1,554.0,1,,
281f6fe039406ad99772cabba2d32eda,0.03236687183380127,1,23587127.0,1,,
28cdf194f89027af76cce8b39e268aac,0.24142807722091675,2,1027.0,2,,
2B5E9A9532EE451D811366DE58B18CDA,0.02053377723693848,1,204.0,1,,
342be8ab1d20547b5abcfa568290564b,0.18988777324557304,7,25021265.0,2,,
3534c26266348791e0181978800e084a,0.049714791763108224,3,322.0,4,,
35addef3142033fd4f75fb838838d157,0.048548176884651184,3,9613017.0,1,,
374fa9198a7d998039ec1b69351161ab,0.007457362953573465,1,313.0,1,,
390eeeee6e36127e10b53ab460c896e8,0.009041453013196588,10,1355433.0,1,,
3b0520313343b1c16e34cf9a709c82af,0.11277349293231964,7,5408302.0,1,,
3bf2b6b1f1c95c63f49c85216019eec6,1.6354552898555994,32,1385357.0,3,,
3da329b53f24a1b13110df3b9a050a8e,0.012286385288462043,3,2390614.0,1,,
