user_pseudo_id,revenue_sum,ad_impression_count,max_time_in_game,max_session_number,max_world,max_level
000c3da1f60be491ece164ed5ee7ee78,0.057363531552255154,5,845053.0,182,4,5
000f2f138a9f8a306355c4b4e59cd3f9,0.055372381350025535,15,225371.0,54,2,5
0016d9ad119c29315391a78cc6a798bf,0.011081592179834843,1,6511907.0,853,25,7
001ced098cd4346962d21a14891748fe,0.005616308422759175,2,2158803.0,164,2,9
0029701720b51ea26ffa0c5b7141e301,0.04422999918460846,1,7179637.0,2170,16,0
002d0f6a074f4de9291c5789c1c08cb6,0.18333654757589102,20,2825272.0,566,17,0
0032362c1342d799888148d9ac360d0b,0.06861751899123192,7,2741729.0,181,9,2
0037f82363b8f02c72d1570029adb734,0.0067114937119185925,1,3228947.0,298,7,2
003ef77c0c4c7e9e72835aecac0dcd80,0.1562029980123043,4,579297.0,44,2,7
00415ec0e2ee966bf10c26acf4f0576f,0.02543302671983838,5,41854.0,16,1,8
005213e74ffb7dfce527afe8bdd4b6f3,0.07673048973083496,2,328580.0,17,3,0
0055dd065bac28e05ada9b75d76eecf6,0.10894042998552322,1,5302452.0,250,12,1
00610BE6E0604F329EBAB867669E0E95,0.08978695564478632,7,17431941335.0,437,12,6
007c653f6fa95d7ad8137558c0828158,0.02212837676052004,9,2243592.0,51,5,2
0083a60877b915a23c3906d10b5096b2,0.01999500021338463,1,689156.0,146,7,2
0090a645160d684be52753689063ab08,0.7468799948692322,2,746.0,1,,
00947957710b88080b9c4f51d40b28e4,0.14830473437905312,7,1878841.0,410,14,2
00c8986bdd2d1dc79fe0cd70e1638ca4,0.08182433428009972,41,422692.0,25,2,4
00d91f36b970e4855dc1ba200bdd114e,0.9784103455021977,10,41886722.0,73,9,7
0100c2d41fd8f600bf739dfe8758f97b,0.01203650701791048,1,487792.0,116,8,7
010bdac6103bf27c2ecb59702cbf91a3,0.018649915233254433,22,3773941.0,334,21,9
0114a4d43ffc4f9962b6c9618cfc9a10,0.02411925047636032,1,28286686.0,33,19,3
012401285cdb8671b8821419dddea33f,0.03806498844642192,13,126765.0,31,3,9
012b0645fbf7735972202c465e1415d0,0.02433501137420535,3,368496.0,42,3,8
014b558bd4de696305a3ee95a9642305,0.04180838679894805,10,120884.0,47,3,5
0159b32b19b9bbda717ecc41df7091cb,0.0033372279722243547,1,1494534.0,398,16,5
015e001e07019aeabff26e53e4797c72,0.09028378874063492,1,4057952.0,219,12,9
017653af419a52bc637dbf791bfa0d56,0.02972462266916409,21,1226731.0,178,10,8
018025a13257efb81c004775bbf3cf4a,0.042344419402070343,9,44102.0,8,1,6
0180ae26c11d31c6989b0150b3b6c8c5,0.057131377048790455,6,1351.0,2,1,2
01948ca39d816d1dafad47a3896effba,4.185538709163666,28,10812011.0,4,1,6
01be68301ae2b28fffb16b517212319e,0.028144467622041702,2,2012728.0,106,4,1
01be8709f31c13c5c7f463121c45f2b6,0.09517624508589506,4,210755.0,47,2,5
01c3c3bc519766c749cbfb0499d34550,0.19346729782409966,46,32931772.0,3,1,7
01cb965f66573f482eccf3638dfce302,0.02408573403954506,1,1323318.0,54,3,1
01d01cde8d48914a0d702083aef3de90,0.0723812747746706,5,1092.0,1,1,2
01d9efc37c2bc6cb5c9eef5d1ac1f4b6,0.07657626643776894,2,2471084.0,9,2,0
01ee3439e05672d608693b9c72b7bab7,0.03898504842072725,6,1083694.0,317,8,1
01f125751760ef04f6887b91aec69c93,0.026374002343800385,112,2062278.0,396,10,4
01f453d79359c85d64985c06bd914c2b,0.04263701138552278,31,10134.0,4,2,1
01fbd6cb3ecdf657d991bfeabe04204a,0.011356735369190574,3,6042025.0,252,23,5
0246c718a331fa26c3e79b652bb2a66e,0.15703857503831387,5,2347479.0,445,13,0
024715df77f854f4552e67058b860e70,0.014211333356797695,1,864.0,3,1,2
024df403f58c0acb2c3a3135f6fe2d8a,0.03233990247827023,17,527760.0,109,3,7
0259bba33f80a503d710f29e62b15f0b,0.5412886803969741,22,20780830.0,30,5,5
025d930e72eae8b270fdf3a1b65e11c7,0.0061463305610232055,6,9719654.0,119,10,3
02638b94e89c2624cdb829adc1650dc1,0.003980536479502916,1,2402.0,5,1,2
026928c8188fb7e5c01adca3debac25d,0.018537650350481272,2,3286155.0,257,9,4
026D2248B8C44C52BCF7DCEB051A4BD7,0.04835936546325683,2,1062.0,2,1,1
0274907990f57f46c9eb173ac7ac1d78,0.04270240489859134,20,590996.0,195,15,9
0277b7208f9a028cceaee4617808c6b4,0.04966900311410427,3,584317.0,223,8,4
028c7059cd5df812e8a89f3d54819a39,0.042693472059909254,224,6384103.0,1429,29,1
