user_pseudo_id,revenue_sum,ad_impression_count,max_time_in_game,max_session_number,max_world,max_level
01c39b677accb675568f00bc7bdb4756,0.019120202399790287,3,5940872.0,645,29,5
023bb7e78960e1e2c9aa29ddf9c48598,0.03223008458735421,25,4703285.0,1655,34,8
03fc33bb4f7ccd4d3e386371664422fd,0.09044122789055109,47,16577071.0,2110,60,0
054042ae05f5dbd10060a836e57f2fb0,0.031990401446819305,3,9678250.0,223,32,4
08bad25d89d4cc962b0eab3dc60d47ab,0.6253640128416009,72,2678669.0,551,29,9
0CF90907BF1743A380D70A041EC04052,0.09348232622390527,42,88519685975.0,1035,32,6
0a55fb39cb7f84530439f77189bb8a8a,0.5020678043365479,3,36488821.0,251,28,1
0b2e660ed8bbe9a87e09371f8289b2c4,0.001913434942252934,1,4480767.0,1478,28,8
0b987ba0f0fb036feec09a0215d0b143,0.012612399994395673,7,9625666.0,404,36,3
0bcec47e89ab5daa6d715986b2a3d201,0.022415080369682983,34,5228977.0,1543,50,7
0e6e562a318e085ad3632396a8a1b1df,0.03539491194533184,50,2763909.0,1480,28,1
0e9c5a81f0869273d3953befa44881e1,0.1545173513586633,70,4029684.0,1039,37,7
0fd685dd4251fb72e8700312e9f42c6a,0.45013332227244973,16,5165272.0,315,33,6
10e187aae38880893b80b1ddee670d67,0.03974328993353993,33,5624019.0,3416,41,0
124ba493732b3e562bb497f52d0eacdc,0.018897066765930504,16,5064472.0,1361,31,2
13f2c387f25d5236185fbbbc858ce084,0.043954190354270395,63,5389194.0,1569,38,2
163f1e77e0b4a9ea0edba92dfbe23d6a,0.04049560165731236,37,8394932.0,1442,43,6
16b3619961fd3e071abec0d6691bfa9e,0.3411296624690294,9,8285427.0,2070,43,8
18235afc6ee58afe6c0cff684dcee2df,0.03387003898387775,9,10393876.0,1511,37,6
1837073c44d1dabb2eb419c8e93bf178,0.007140672882087529,7,7097215.0,706,28,0
18da01750048359f4aef50898b37da2f,0.022671652026474476,9,5543575.0,631,37,0
19807e1fc051498827de595612ad469f,0.03352464037016034,11,5548682.0,1373,43,2
19de0889f89e16621f096c60cd2e11fb,0.006304127164185047,1,10190675.0,228,29,4
1adce927853d2c2cc3ac11df9eba7d10,0.0508042013971135,30,5549539.0,108,57,8
1bb485e2255652a636e25e87109b9c54,0.28300416469573975,3,6044465.0,873,29,0
1bbddb2b19b3ebc60034cd4158ba7ca4,0.007041000761091709,2,,687,28,7
1c41de393e19c4906047961a19115997,0.01533977419603616,19,5411330.0,1332,33,9
1e9d36fa48a7499ad145482f0a726bcf,0.0033657661406323314,3,5608581.0,2609,35,5
21001a333dbea9da0e5ac19d371c5e4d,0.032050995680037886,28,6878904.0,981,28,1
21b69f66f908dbde1325d6e06847eed2,0.052231986075639725,1,10569584.0,2251,49,6
2288a365fa67a8d637787d74f8421fc9,0.038163259625434875,1,3162547.0,641,32,0
