user_pseudo_id,revenue_sum,ad_impression_count,max_time_in_game,max_session_number,max_world,max_level
1f57a6c0c723ff4c3f1c95a6fdcf8c66,,0,,403,29,10
091501373a13347481e59af784e190ed,0.4762803986668587,4,101241.0,18,,
0fcda5b81e312879ac014167f6b6a36e,0.1057138442993164,1,621.0,1,,
194da2ed0ac871742f83c27a5d8346ef,0.012041470967233181,1,30626089.0,1,,
1BCB7C33F1594F17AD0A7F16E20BFB9B,0.2035174255371094,1,176.0,2,,
1fb7fe3d63662bc88b7882be4948d6ce,0.004016469232738018,1,230.0,3,,
2390517043d63969fd4250f9a3ac5e85,0.003787294030189514,1,233.0,1,,
2457fe97b36a9b943aa8f2dd71c61f1d,0.6800588965415955,1,441.0,1,,
245e713d7a8e0d6a5c01c6a3600f07df,0.00873933918774128,1,246.0,1,,
2789aca05b18efdbb1d0dd068d8ae160,0.010332849808037281,1,23358441.0,1,,
27f61885fc354fdab9a3007317586ba3,0.04916384443640709,3,1334433.0,3,,
30170da142a3f8a72df70cfd3ea1027a,0.025350512471050024,4,190463.0,4,,
3206b3b026f5dba4e910007e1c364b50,0.09952757507562637,2,9922676.0,1,,
35428a5f58d6efe224f3543631b4397c,0.008256153203547001,1,172.0,1,,
35a0f8e2f657262d760c893fe7ff21eb,0.020894020330160856,4,14156707.0,2,,
35a8123be6f19f21bad9fb9fa4ba013e,0.5323438793420792,3,,5,,
3684F040310B49759F7A3A85A3D166A7,0.16103645100000002,3,32903982232.0,4,,
3a8ef1e71adc3291408b365de6483fd6,0.2674303874373436,2,9069764.0,1,,
3b2c83699582871f303e6f7316ed3082,0.09726980241248384,79,15148159.0,34,,
3f5c0c3cd8dbf031b5583894af23f2bc,0.028190473094582558,2,351.0,1,,
400b2ac55303565af33e6abd1ad0ce55,0.012954816222190857,1,353.0,1,,
4089f0c639324fc1b5bf9c1b111f7b38,0.0039986493065953255,1,160.0,1,,
42f12498daa75284b1e729ec1a02d66b,0.030594975512940437,8,19436309.0,20,,
463b2b3993c15b57bcc2da7bc713deee,0.022659439593553543,1,319.0,1,,
4660c3468a9a630152e03f960bc19ef3,0.5798051953315735,16,21317376.0,4,,
