user_pseudo_id,revenue_sum,ad_impression_count,max_time_in_game,max_session_number,max_world,max_level
000f2f138a9f8a306355c4b4e59cd3f9,0.1031760621117428,12,251986.0,72,2,7
002d0f6a074f4de9291c5789c1c08cb6,0.12649795459583402,18,2892887.0,581,17,2
0032362c1342d799888148d9ac360d0b,0.01232676487416029,1,2745880.0,183,9,2
0037f82363b8f02c72d1570029adb734,0.010273034684360027,2,3395457.0,306,7,2
003b65b6e5908dbea93030cae1009bf4,0.012888784520328045,1,39885079.0,6,4,6
00415ec0e2ee966bf10c26acf4f0576f,0.0035750740207731724,1,128083.0,26,1,6
005213e74ffb7dfce527afe8bdd4b6f3,0.07470107451081276,4,335190.0,22,3,3
00610BE6E0604F329EBAB867669E0E95,0.2602677220975037,29,17431951030.0,445,12,8
00947957710b88080b9c4f51d40b28e4,0.05938886106014252,2,1894422.0,424,14,2
00c1ce0c83357e65d45c6c24f9898232,0.03570151643361896,11,674414.0,14,2,0
00c8986bdd2d1dc79fe0cd70e1638ca4,0.15038086764980108,30,429958.0,28,2,8
00d91f36b970e4855dc1ba200bdd114e,6.409024352673441,71,41976467.0,99,10,4
00dbf425e26a33b1f89a935e6f366360,0.014862421667203307,4,4190.0,1,1,9
0100c2d41fd8f600bf739dfe8758f97b,0.03903275076299906,4,548209.0,125,8,9
014b558bd4de696305a3ee95a9642305,0.015154392225667834,4,122584.0,50,3,5
0159b32b19b9bbda717ecc41df7091cb,0.05515808332711458,27,1554516.0,412,16,9
017653af419a52bc637dbf791bfa0d56,0.030630823806859553,10,1257138.0,191,10,9
01789247d7c30b62bd0e34f30cba8dc5,0.02601101901382208,3,3707741.0,54,5,9
018025a13257efb81c004775bbf3cf4a,0.010235653491690755,2,45508.0,10,1,7
01be68301ae2b28fffb16b517212319e,0.04332330962643027,4,2121272.0,115,4,2
01cb965f66573f482eccf3638dfce302,0.057556334882974625,6,1405608.0,58,3,1
01e3f6b7fb835c2abdf23f106f25ddab,0.009220000356435776,2,891.0,4,2,0
01ee3439e05672d608693b9c72b7bab7,0.015847109258174896,3,1153454.0,331,8,6
01f125751760ef04f6887b91aec69c93,0.03997150003851857,81,2082764.0,410,10,4
01fbd6cb3ecdf657d991bfeabe04204a,0.01379799866117537,5,6169134.0,256,23,5
02020a5b8e4fa43f715bec4107f23f8e,0.033177565317600965,6,1622158.0,218,7,9
0228ba5716fb7540d4df96c1873ffed8,0.04760967195034027,2,1809110.0,244,7,7
024d8d692feda79aeb7ec8bb5f7377fd,0.08634486165829003,23,869795.0,49,2,0
024df403f58c0acb2c3a3135f6fe2d8a,0.016330417769495398,18,548074.0,118,4,0
02544d239680776382baea9221b32e9b,0.00974342692643404,4,33058.0,14,1,6
0259bba33f80a503d710f29e62b15f0b,0.9756066901609302,35,20897047.0,39,6,1
025d930e72eae8b270fdf3a1b65e11c7,0.0109086529846536,12,9851672.0,128,11,4
026928c8188fb7e5c01adca3debac25d,0.028474288061261177,2,3329425.0,260,9,6
0274907990f57f46c9eb173ac7ac1d78,0.06462636811193079,28,756222.0,200,16,8
028a581440399af06e237c0afb4600a1,0.0233583259396255,4,5695411.0,19,5,3
028c7059cd5df812e8a89f3d54819a39,0.05359432808472775,180,6451969.0,1438,29,1
029095a788504060e4304c11bdad49da,0.042826327960938215,10,23425835.0,106,10,9
029db8ea7e7c08bc26485550d651702a,0.0395822455175221,6,693337.0,155,8,4
02a2569574a1605d41211655ddb79126,0.027990423142910004,1,458395.0,260,14,8
02b9c3441829bd861dc4f5d0f4ed8e02,0.596490241587162,4,659833.0,16,6,5
02bd37f53e29e278a710080445ad6296,0.03448802896309644,10,28528.0,12,2,1
02dcc16d208362496d66e0128fe7112d,1.832932949066162,1,6541583.0,107,5,2
0345CB7AE5024EA490D7B510A4BB1782,0.21874674834513855,69,755246202566.0,568,20,2
0351a6aa45de8afc21a7727bc1f700d8,0.29470623284578323,4,3153718.0,344,15,5
035456ccad149825f7940351bd5654fc,0.3868987481109798,45,4381423.0,78,24,0
035685b41f8144685f46d7373ef0d874,0.04299938620533794,27,301953.0,51,4,4
036FFF68FCB8472C94B8FF8C59E2036A,0.22973873485012825,33,24484508105.0,27,3,2
03DDA3E0FA2E422DBAE37C894AFC1B13,0.02727156448364257,1,476218.0,9,3,6
03b3125f1d79a89741a5f6a928ca0a1b,0.06604482466354966,10,1021199.0,75,5,8
03bc5fcc711f6c3e341bae9d206fdebd,0.023647685535252094,2,2608087.0,339,13,3
03c46b92e2d25d787aa8e134be682337,0.16638718266040087,21,28185212.0,126,4,6
03ca3eceaa3515922adf6f4d1df8b006,0.02058124542236328,2,1652472.0,88,6,4
03d2b01cc7df5706fdf2a8a4f26f773b,0.01516876369714737,1,1691547.0,145,23,2
03da38d2dc3cd0454db08c85ff4c4a65,0.016852227738127112,4,127898.0,30,2,5
03e44748c3cd74e025b9b688761b9e7e,0.3529636114835739,24,14238030.0,61,4,3
03e76eaec7342d0a3d511f4d0ddda682,0.006419369485229254,1,279462.0,39,4,6
03e83f96bdc189800a9782f37fb392ca,0.02186109904141631,67,28270077.0,194,10,2
03ebcb97c1b6498a71ace880d352fcf0,0.5556572489440441,13,2508502.0,653,1,8
03f26ab2bb838e5ffd25d054d2e100de,0.43517643213272095,19,5989347.0,342,15,9
03fc33bb4f7ccd4d3e386371664422fd,0.005037499824538827,2,17388800.0,2210,60,10
0400df9bc969c298253d57bcb9e95cb8,0.03726871684193611,1,2685589.0,645,14,7
04499CB773EB43D7BE92DFE9523B5DE0,0.010956120837190629,10,12219124494.0,212,12,5
0457f4a4f653afce04c8c051babb27c0,0.13117881264770404,31,30452172.0,7,7,9
04608ade75ee3ceb18b402640d09fb29,0.0033203393686562777,1,5719.0,3,1,4
0466224252812d8221d4b73aa485af3f,0.005701318848878145,1,2476189.0,64,6,1
04799b45ebd097d3b746e6b49d428a1d,0.013750109355896711,4,450263.0,66,6,1
