user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,AdRev_D8,IAPRev_D8,AdRev_D9,IAPRev_D9,total_ad_revenue,total_iap_revenue,total_revenue
21d5254bf836267df8782c017f6c8db2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318c5c15bfae60fa083350f7a27a49de,46.0,1.0,0.0009982499759644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009982499759644,0.0,0.0009982499759644
4a55b2b676ae49c17c6c5567521c8da6,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ab800abbeff51937c633750ac12db4b,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83f6e85eab4c1da4cd97fa3aa1726b68,46.0,0.0,0.1785545878810808,0.0,0.0556856128969229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2342402007780037,0.0,0.2342402007780037
861f17b1f735d932d0ec5ccd99a21275,46.0,1.0,0.0596184525638818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596184525638818,0.0,0.0596184525638818
8f77deeaaa2b2d5cf9ef76c4b49dbdc5,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9014cc0753f75aca919458a49464905f,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a20f5b9f4179fe1adc8c44a4c08d6619,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
add344cb80cbb3de2ebcda1ac12841c0,46.0,0.0,0.0775901398155838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775901398155838,0.0,0.0775901398155838
c2739bbe817f7f3deff0ed1e1eac8bfc,46.0,1.0,1.8807806223630903,0.0,1.0767415016889572,0.0,0.1940978397615254,0.0,0.3194010143633932,20.962968,0.6936669768765569,0.0,1.4114164980128407,0.0,0.2639720663428306,0.0,1.0242489781230688,0.0,0.35411895532161,0.0,0.0,0.0,7.218444452853873,20.962968,28.181412452853873
cc85dce492f1660e2204596b3a870bf9,46.0,0.0,0.0072510000318288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072510000318288,0.0,0.0072510000318288
cca3b28a4764f4b32f68c33e85b3c551,46.0,1.0,0.0371868489310145,0.0,0.0170087073929607,0.0,0.0477662668563425,0.0,0.0240362389013171,0.0,0.063212261069566,0.0,0.0,0.0,0.0,0.0,0.0267022280022501,0.0,0.0216927179135382,0.0,0.0,0.0,0.2376052690669891,0.0,0.2376052690669891
f5c7fbd7e4a123f9d92385bbc2cbd27f,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fb50610939fa03edeb651f8d9c0fc513,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fcb4bad9a370f03094604047310ca983,46.0,1.0,0.0174433859065175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174433859065175,0.0,0.0174433859065175
