user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,total_ad_revenue,total_iap_revenue,total_revenue,AdRev_D7,IAPRev_D7
2ebbf61a54debc03ca634b30bb92521e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f72e419391b4b1f69e869fcf9f15f34e,46.0,0.0,0.0994310406967997,0.0,0.0137988106580451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132298513548448,0.0,0.1132298513548448,0.0,0.0
0d174152eaf139acb48909f5e5108e5c,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c184de803212c86de8c0d9c28e5091ac,46.0,0.0,0.0068014340940862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068014340940862,0.0,0.0068014340940862,0.0,0.0
ceda08a6ba55ae92c5d4c9a9910305a8,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab9f7b019a1a177c15f7f19e49c62281,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125a069f427805b914fff2f5fde9fdd,46.0,0.0,0.0842278180643916,0.0,0.0080367280170321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0922645460814237,0.0,0.0922645460814237,0.0,0.0
e73394877c9ad6787b5f50d6d4ca5e9b,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33a53f052f244a630b198da676787d5c,46.0,0.0,0.0,0.0,0.2703554881736636,0.0,0.3266830062493682,0.0,0.3506626188755035,0.0,0.3777757207863033,0.0,0.2170679308474064,0.0,0.3213887372985482,0.0,1.8639335022307932,0.0,1.8639335022307932,0.0,0.0
bd4e45b47048ae12c68365a06c8bde0d,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f10eafa269e6346d9778e018872c2cd9,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5d9f58cf20bc47351819ecd9e4fe0b3e,46.0,0.0,1.7854198263958097,0.0,0.5800653733313084,0.0,0.7317915745079517,0.0,0.919695809483528,0.0,0.0,0.0,0.3901795484125614,0.0,0.3532746322453022,0.0,4.7604267643764615,0.0,4.7604267643764615,0.0,0.0
934bb1ff3ab0bfcfa52e4b7fe3dd2eb6,46.0,1.0,0.3330750316381454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1564320027828216,0.0,0.0,0.0,0.489507034420967,0.0,0.489507034420967,0.0,0.0
ab8dab0812c46d75ba34075a7ec257c7,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8498bdea8b67157a9b09b92133ceae0,46.0,1.0,0.7660795263946056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660795263946056,0.0,0.7660795263946056,0.0,0.0
49d79f31827714e6ae0d606d95eee237,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364f6e83b62e16b8755e8d59cff9932,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ec4cd76d53c5db5abe353be3ca1fa99,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49ac9db79592a9d2c1b0f630850bf2e2,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6d5b5ddb410eb7a3f0ce8b6b564b5be6,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a36ffd48e74fbc757afa9c95e0cdbf47,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbbec7f3cd81b3b4f1d928291ff43080,46.0,1.0,0.0294939688174054,0.0,0.0252577289938926,0.0,0.0250339955091476,0.0,0.0044527519494295,0.0,0.0023693880066275,0.0,0.0069379834458231,0.0,0.0143376681953668,0.0,0.10788348491769251,0.0,0.10788348491769251,0.0,0.0
d5e58b0d8c0dfc4347e94ccf5a9ec677,46.0,1.0,0.0153293889015913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153293889015913,0.0,0.0153293889015913,0.0,0.0
04670ba33bf98fa0f500bd12ee3e0670,46.0,0.0,0.0,0.0,0.0183461259584873,0.0,0.026095648179762,0.0,0.0077412215759977,0.0,0.0056907106190919,0.0,0.0061546949436888,0.0,0.0011412999592721,0.0,0.06516970123629981,0.0,0.06516970123629981,0.0,0.0
db3049e7c44ab3cdee4922fb19f0a040,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50f036712cb5c715f7af4c7468d3dc50,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62c2403758993fca150fe9297ca02a16,46.0,1.0,0.0443285731598734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443285731598734,0.0,0.0443285731598734,0.0,0.0
49a3a713597ee77ec08c90b1ae9c0568,46.0,0.0,0.0110493061365559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110493061365559,0.0,0.0110493061365559,0.0,0.0
a1446984900f70c19979e8ad0e05ad3f,46.0,1.0,0.0,0.0,0.0450179316103458,0.0,0.0241732411086559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691911727190017,0.0,0.0691911727190017,0.0,0.0
2fe7d97b0dd6ccef5b82c84297ecaa68,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3d5c14f83eaedb39f7cd08535373399c,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fed9730875b8fdf4bc8c4c960316cc4d,46.0,1.0,0.0587636176496744,0.0,0.0199818555265665,0.0,0.0,0.0,0.0166431367397308,0.0,0.0,0.0,0.0218940246850252,0.0,0.0,0.0,0.1172826346009969,0.0,0.1172826346009969,0.0,0.0
c4bb935fe71c3bd0c66dd1dba6449f9d,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e00efcb825df1f476169ff43fb9fbcf5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ebea219009cc305854416ad1b9eb02ed,46.0,0.0,0.0067172707058489,0.0,0.0317643932066857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038481663912534596,0.0,0.038481663912534596,0.0,0.0
19f714873bd9a2b9e82db9947c205ba2,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
