user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,AdRev_D8,IAPRev_D8,total_ad_revenue,total_iap_revenue,total_revenue
13771ba76fc6c11317549dff231b421a,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372de18b43d6056a8af0add754ec5ec7,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ba7d8a77e40d1c4095e8ec677ea9794,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65a631cfd4093deeeb166b7fb41527c7,46.0,0.0,0.1917691566050052,0.0,0.1529455333948135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3447146899998187,0.0,0.3447146899998187
708140bcbcd6ae66cb2daead2395ff97,46.0,1.0,0.044303610920906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044303610920906,0.0,0.044303610920906
828133344f0889cd88ecbba6a10095a2,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94e9dccce35f591b07bdc5c83b3fc165,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8b448343baf64e143e4a1bb253e2990,46.0,1.0,0.0,0.0,0.1023855842649936,0.0,0.0,0.0,0.0877647958695888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901503801345824,0.0,0.1901503801345824
a96fb0246eeaea87cb06803a6fa11766,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b10c59c686b8302b15a203d735f7d7f2,46.0,0.0,0.0547758771572262,0.0,0.014904570300132,0.0,0.1171778466086834,0.0,0.104724311036989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2915826051030306,0.0,0.2915826051030306
ce1f9885bd74b899b350bc53076440ad,46.0,1.0,1.4952403232455254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4952403232455254,0.0,1.4952403232455254
e00af726ed0954f1b10270d34a3c9b24,46.0,0.0,0.0461851133732125,0.0,0.1194111749646253,0.0,0.0446762808714993,0.0,0.0419037604879122,0.0,0.0716911752824671,0.0,0.0231774693238548,0.0,0.0185687377233989,0.0,0.0424853767035529,0.0,0.0,0.0,0.408099088730523,0.0,0.408099088730523
e6c5e35366699d278d824895e12322e9,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d2c45ff07ea357aa33e86744c8946cc,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3459c5e041c76da42b7d12a4c1fb6423,46.0,0.0,0.0547485700808465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547485700808465,0.0,0.0547485700808465
76c49f88c4e58fa38a9820f0a9501265,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d812559927626d37a84b9ab73769d653,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c5046d3061b84292e1321b93ed4e8ae0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ddb75fc0941029cc40d9a9911b1ab91,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0bc06698e35322070203a7c61c67db70,46.0,1.0,0.0162180680781602,0.0,0.0652350056916475,0.0,0.1131025487557053,0.0,0.0,0.0,0.076282653491944,0.0,0.0486639086157083,0.0,0.0092145400121808,0.0,0.0,0.0,0.0,0.0,0.3287167246453461,0.0,0.3287167246453461
4ba91cb299d3b622e684576623aa4b78,46.0,0.0,0.0303199272602796,0.0,0.0233425318729132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536624591331928,0.0,0.0536624591331928
7c8f411223712903377cf282fcf7099a,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6862bac9839ea9ce0d1ced2886ff14c9,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8bfc3186ced7f51a1b85f32dafe41924,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c001a9d9426134a1d7f914981b5b9b39,46.0,0.0,0.1783751063048839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783751063048839,0.0,0.1783751063048839
ff9f134ce80c68a02ab55da1cf859ee4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50ccd1295bb86a3c785aa5b14e8a8a48,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c9f7c18986cd5df1d0ddb072a3ac49f,46.0,0.0,0.1554915085434913,0.0,0.0,0.0,0.0365127166733145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19200422521680582,0.0,0.19200422521680582
9ccf3dd694ab660079904de2cbc34cad,46.0,0.0,0.0,0.0,0.9429827928543092,0.0,1.7476320564746857,0.0,0.4836226105690002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.174237459897995,0.0,3.174237459897995
ee662731f68a07450d7bff30c7567ec2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc399f866242cf68127d5bf4d25ebb13,46.0,1.0,0.1694382131099701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1694382131099701,0.0,0.1694382131099701
30b729a9979537ccdb3c4be01e7befd7,46.0,0.0,0.9704801142215728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9704801142215728,0.0,0.9704801142215728
968ef2fcb2dd02563f0b1e25776a75e9,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f44629b023cf8cc0541a219fcd20b369,46.0,0.0,0.0446401881054043,0.0,0.0533696245402097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800981264561401,0.0,0.09800981264561401
bc1c8fa43f8e6adea08f35b0ebeb4446,46.0,1.0,0.0162016041576862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162016041576862,0.0,0.0162016041576862
fd1f052a0924813650abf1d74aca2df7,46.0,0.0,0.3762695968616754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3762695968616754,0.0,0.3762695968616754
13363a546f5ff8db64db55a945af4cc6,46.0,1.0,0.0,0.0,0.0054633691906929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054633691906929,0.0,0.0054633691906929
aaa4269df884f0af5520442a7c11b609,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
