user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,total_ad_revenue,total_iap_revenue,total_revenue
21e97fbac3d19169bc62099173c5d9b2,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259d33b13216efc64c60a796c37250ba,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38b2de7d6f73fb9999064207624e7c73,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406208dfe3dcea740c56e07f0374699a,46.0,1.0,0.121172197163105,0.0,0.0,0.0,0.0,0.0,0.121172197163105,0.0,0.121172197163105
57a070e75d4778c89682e5f7b9851b22,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5b6ccf28caae454f72dea9ceed1ba744,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60c294647176ca110b895c6f58ca37f8,46.0,1.0,0.0393127053976058,0.0,0.0,0.0,0.0,0.0,0.0393127053976058,0.0,0.0393127053976058
67946d92a57c160a4855af8faa8bb763,46.0,0.0,0.0097909998148679,0.0,0.0,0.0,0.0,0.0,0.0097909998148679,0.0,0.0097909998148679
aa49ce95abbc65fd702abf89a4a70cfe,46.0,0.0,0.0175469266250729,0.0,0.0,0.0,0.0,0.0,0.0175469266250729,0.0,0.0175469266250729
bc3b40b931a0c7dfd53f86ab32f3c051,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c781193725775fa9a0da50b6f8eca955,46.0,0.0,0.7341134808957577,0.0,0.0,0.0,0.0,0.0,0.7341134808957577,0.0,0.7341134808957577
c88a5ef327651cbfa57a6dcf7e21a18d,46.0,1.0,0.0,0.0,0.2648687082109973,0.0,0.0,0.0,0.2648687082109973,0.0,0.2648687082109973
ce82ffec17567c419a2078c0460b2300,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cff70ee8c83a954d93e250ab512dbdbf,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4a0d978a9528adc32e64750855b7015,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db1fac94ee0e67369cfa320f79aea691,46.0,0.0,1.4950706297531724,0.0,1.2076618671417236,0.0,0.0,0.0,2.702732496894896,0.0,2.702732496894896
dd5311225ec8ec8529efe21fee0a67be,46.0,0.0,0.0378777496516704,0.0,0.0,0.0,0.0,0.0,0.0378777496516704,0.0,0.0378777496516704
eba3330a81c17b2dea135874c407937b,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ed8631f308acbcbc217bd809af5f4f60,46.0,1.0,0.4006914421916008,0.0,0.0,0.0,0.0,0.0,0.4006914421916008,0.0,0.4006914421916008
f2a7868d2782aa234ad33af644a7c19f,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2de92ee2cc8ea27655ca87777152f96,46.0,1.0,0.4109994759783149,0.0,0.6988538559526205,0.0,0.0,0.0,1.1098533319309354,0.0,1.1098533319309354
faf6c1186125264bca5d35acb55aabce,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8e8f2778b18c938cd3b00df626bcef6,46.0,1.0,0.0023338000755757,0.0,0.0,0.0,0.0,0.0,0.0023338000755757,0.0,0.0023338000755757
06ca434213b84c2f9251f69abc6d23e0,46.0,1.0,0.0008137000259011,0.0,0.0,0.0,0.0,0.0,0.0008137000259011,0.0,0.0008137000259011
e4067c7fb0226406ce3abc033447751f,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a0b9777f689d8535f1e6b39fb69e55,46.0,0.0,0.0031396590638905,0.0,0.0,0.0,0.0,0.0,0.0031396590638905,0.0,0.0031396590638905
722c69782e62f9dc34c1983327706a6d,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca5f9ddd7b3be9380f8d3601ff7fd37d,46.0,0.0,0.0,0.0,0.1859016716480255,0.0,0.0,0.0,0.1859016716480255,0.0,0.1859016716480255
c6f0c7915be676833efa322d05175158,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57d63be07481efd7b27689380c3b65ff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a557df18257d4964a60c012420bf7257,46.0,1.0,0.0059780636802315,0.0,0.0,0.0,0.0,0.0,0.0059780636802315,0.0,0.0059780636802315
4c8bd924f50f9e54e4b9e1410fae6c70,46.0,0.0,0.0798875419422984,0.0,0.1232945539522916,0.0,0.0,0.0,0.20318209589459,0.0,0.20318209589459
6a2a58acb4408b4ca6ad37409509b476,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18f50b89f0b8d961697fdbacd9b020af,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3514700e8960d9acb0b3763d2ecbb96b,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b83627c46c10cfd3be26ea9f7504e3,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809f5c028fe24089a6a59be962ed0772,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dadfb9d9f0fbe362844c5c040905b2ef,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b160d4672e1176ecbc374d0738264ac5,46.0,1.0,0.0692156590521335,0.0,0.0233069458045065,0.0,0.0,0.0,0.09252260485664,0.0,0.09252260485664
6f90e675d97f00ee644600bdb383b2d3,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8dc92d2f54acb13f624abfc812b0afef,46.0,1.0,0.1695555322803557,0.0,0.1663103275932371,0.0,0.0,0.0,0.3358658598735928,0.0,0.3358658598735928
9825c1a7fc13f4f55f6dc4b0f6e9da1e,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f78d8f18a9f7ec1b00985a8c83f881f,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859a9d55644e3ef47ea56a5286975bef,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467391bd249046ac330cb95ce3dd712,46.0,0.0,0.0427177511155605,0.0,0.0,0.0,0.0,0.0,0.0427177511155605,0.0,0.0427177511155605
6312ddd76756fbd9d3da5221c4ba381d,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826e9f2e30fedf6ed5a8d7c2b125a718,46.0,1.0,0.0134254666045308,0.0,0.0,0.0,0.0,0.0,0.0134254666045308,0.0,0.0134254666045308
cb788b68e62e75b6bd0ec78659830ee9,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5b3b88a37403a5bf7af93e93a559b27,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e0ffc61e8a077d4b88510b6830d1995a,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3c429444709d52fb6a5f3ee0fed1e02,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a912b42d9ed32b19795b240a0f3dbd2,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c1ea0443ed42489fecdc3fe0e28cc5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac8812e1a9ddd0631543d6109b25dd30,46.0,1.0,0.0224528852850198,0.0,0.0,0.0,0.0,0.0,0.0224528852850198,0.0,0.0224528852850198
eef542bbce31b32b96d9810f3e66781e,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6741ea1e8b49bde7ad73c74fa0036c14,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28b46c995325baa8fecd5f9e44a76281,46.0,0.0,0.0341492509469389,0.0,0.0,0.0,0.0,0.0,0.0341492509469389,0.0,0.0341492509469389
a3bb9418b59c3350bdddbe826682434d,46.0,0.0,0.0088870543986558,0.0,0.0,0.0,0.0,0.0,0.0088870543986558,0.0,0.0088870543986558
b51f0e5b456522932a453868c3e792e5,46.0,0.0,0.0175369530916214,0.0,0.0,0.0,0.0,0.0,0.0175369530916214,0.0,0.0175369530916214
0cc4db802ca081ac793d6f7dbe88ef27,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b841e912c995913a3081b2bfe2af524f,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be88514acbcf4f876b55814c40fc0a1d,46.0,1.0,0.0148586479481309,0.0,0.0,0.0,0.0,0.0,0.0148586479481309,0.0,0.0148586479481309
24c8ec925b0653752d54f157cd5ee244,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32837a841550cacc8b77feb24a6255e4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a46e93d4fcd4473f35a1fb16a9bda3c4,46.0,0.0,0.0045723500661551,0.0,0.0161285710055381,0.0,0.0,0.0,0.020700921071693197,0.0,0.020700921071693197
1075823ce27f22157914c6e5fcd68934,46.0,0.0,0.0262797519098967,0.0,0.0107216848991811,0.0,0.0,0.0,0.0370014368090778,0.0,0.0370014368090778
ab4c120f17b0ffe2ea981b5bde099143,46.0,0.0,0.0387750007212162,0.0,0.0,0.0,0.0,0.0,0.0387750007212162,0.0,0.0387750007212162
