user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,AdRev_D8,IAPRev_D8,AdRev_D9,IAPRev_D9,AdRev_D10,IAPRev_D10,AdRev_D11,IAPRev_D11,AdRev_D12,IAPRev_D12,AdRev_D13,IAPRev_D13,AdRev_D14,IAPRev_D14,total_ad_revenue,total_iap_revenue,total_revenue
142ec0c13e3e1d3847f6662565b2954e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1be78b5da106090cebcf7adb8a129fec,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330e72077f12c53c9420ddd8ae7e08af,46.0,1.0,0.090605913195759,0.0,0.0040311999619007,0.0,0.0068470670375972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075125000439584,0.0,0.0183443836867809,0.0,0.0,0.0,0.1273410639259962,0.0,0.1273410639259962
4c8ffca885e2ff003e1f889a46a5955d,46.0,0.0,0.1950540668331086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1950540668331086,0.0,0.1950540668331086
6529ccb4ea58aa82dea9ece598d15cf5,46.0,0.0,0.1067658792890142,0.0,0.0816410612023901,0.0,0.0600171133482945,0.0,0.1759456440195208,0.0,0.0447344173735473,0.0,0.0476617495005484,0.0,0.1117685063363751,0.0,0.0407061331497971,0.0,0.0,0.0,0.0344723625312326,0.0,0.0356742732401471,0.0,0.0,0.0,0.0118222754099406,0.0,0.0132740123372059,0.0,0.0,0.0,0.7644834277380139,0.0,0.7644834277380139
835182de2f92bd981046e048510b0eb9,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892c0f465630625d38d3d0d3c1115314,46.0,1.0,0.0596599541604518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596599541604518,0.0,0.0596599541604518
90f90319f01c24ebefda63b387735357,46.0,1.0,0.0,0.0,0.0,0.0,0.00296826811973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296826811973,0.0,0.00296826811973
adeb3daf0d4ee496cc5656ec1ad81714,46.0,0.0,0.0136656844988465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136656844988465,0.0,0.0136656844988465
e34fd816ff92a8705ee78bbf3c4c2c49,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff3152cbccc69528f46d165cfd55723e,46.0,0.0,0.0250022553373128,0.0,0.0291297985240817,0.0,0.0256317749153822,0.0,0.0643967891810461,0.0,0.0319968846160918,0.0,0.0277607880998402,0.0,0.01286326139234,0.0,0.0209969372954219,0.0,0.0092916818102821,0.0,0.013662353856489,0.0,0.0,0.0,0.0228376213926821,0.0,0.0110149485990405,0.0,0.0056536418851464,0.0,0.0,0.0,0.3002387369051568,0.0,0.3002387369051568
4004b15f1ef8ed2208f64507011d8569,46.0,1.0,0.0024918557610362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024918557610362,0.0,0.0024918557610362
eb33bec57aacb9cb46e7d475d9583ad4,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999937e05f4440b820108464a896e26,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5efdf2fbff9ea01a36c9f093f6550259,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b892b8f0c372aeff69266559eeaf5325,46.0,0.0,0.0347627261653542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347627261653542,0.0,0.0347627261653542
ed0b0bb5c40386a210ff9409cc1ec26e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a13a2b51c7b511288203b1e36dcd1b53,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1b64a4cc8ebe0e8beb773470fdebefb,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b458d2e20c4bc079b960d558231fd08e,46.0,1.0,0.1399923594435677,0.0,0.0772272737813182,0.0,0.0222138570388779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23943349026376382,0.0,0.23943349026376382
