user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,total_ad_revenue,total_iap_revenue,total_revenue,AdRev_D8,IAPRev_D8
f4ebe08301281e2f9c8ca44a87facc39,46.0,0.0,1.2214130880311131,0.0,0.4248890439048409,0.0,0.1375408166786655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7838429486146197,0.0,1.7838429486146197,0.0,0.0
84eb80f8de69946e90bedb3d421cb903,46.0,1.0,0.1589547861367464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589547861367464,0.0,0.1589547861367464,0.0,0.0
e0a2e316721e38a0f11fd3f799aaf9e2,46.0,1.0,0.0017636927077546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017636927077546,0.0,0.0017636927077546,0.0,0.0
38f68c6c95327c73f5b155dc510bc761,46.0,1.0,0.0,0.0,0.0,0.0,0.0072175995446741,0.0,0.0022308400366455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094484395813196,0.0,0.0094484395813196,0.0,0.0
4722533c5b1bab2ca34f4f74263d4a2f,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85a2794811503054fd8a44368989304e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a3ee0242551e9694be2d1409a2dac563,46.0,0.0,2.130278494209051,0.0,0.4902438372373581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1385776679962871,0.0,0.2305360082536935,0.0,0.1371697066351771,0.0,4.126805714331567,0.0,4.126805714331567,0.0,0.0
0a2be796ac0cb43e2ada02787b668efe,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977c6e2b71f9ca8bbde680ed8fe27e71,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f79470f0685043e14972858ae28d176,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cea3ffc6fbb3dbf3b00cbc728bf8297c,46.0,0.0,0.0448432825505733,0.0,0.5531464219093323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5979897044599056,0.0,0.5979897044599056,0.0,0.0
d56ec230f7d43004e11093f301edf48b,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5fb01058ff26634686eecd7e454ce3,46.0,1.0,0.0412850938737392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412850938737392,0.0,0.0412850938737392,0.0,0.0
c0f254ce5a9f8694e19f8cc413602e41,46.0,0.0,4.535423934459686,0.0,1.0011111497879028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.536535084247589,0.0,5.536535084247589,0.0,0.0
0d218e17826d6aecd80bfb697fbe4b48,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1be88d931a1da05a15fb3b180d5d139,46.0,0.0,0.0983334723860025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983334723860025,0.0,0.0983334723860025,0.0,0.0
16f5772fa40067f7966f491197cf2e95,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83ffe993456a7d903a96dcca66f083eb,46.0,1.0,0.0464315973222255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464315973222255,0.0,0.0464315973222255,0.0,0.0
