user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,total_ad_revenue,total_iap_revenue,total_revenue
02db9fe9bb45e239b164d4082d16e3e4,46.0,1.0,0.0,0.0,0.0,0.0,0.0
3a3b2f7c5648396409b50649f1c77886,46.0,0.0,0.0,0.0,0.0,0.0,0.0
3c992d0ccedb7275d84804635cb333fe,46.0,1.0,0.0,0.0,0.0,0.0,0.0
46962411e266d07084376323c281c2e1,46.0,0.0,0.0,0.0,0.0,0.0,0.0
4db2949d0658f8eaea0e0f489cc6b35b,46.0,1.0,0.0,0.0,0.0,0.0,0.0
4db449be840db244bac4a2bb8670714e,46.0,0.0,0.0,0.0,0.0,0.0,0.0
50bf49e782a4f0ff83127514090b4f52,46.0,0.0,0.0,0.0,0.0,0.0,0.0
5dc1910bd75b63ecd091b9ba198700ab,46.0,1.0,0.0,0.0,0.0,0.0,0.0
9b40dc00081a3dd18648e1dc8fc77ce1,46.0,0.0,0.0,0.0,0.0,0.0,0.0
9d25c1f7fa9acc5ecea2ca9880750abe,46.0,1.0,0.0,0.0,0.0,0.0,0.0
c3ccfd5165382ee3d56940fd3f512fc3,46.0,1.0,0.0,0.0,0.0,0.0,0.0
cfde8f83062babb2f88587aacccaf06e,46.0,0.0,0.0,0.0,0.0,0.0,0.0
d63d8c2148904afd73dc1a12cb7a2048,46.0,1.0,0.0,0.0,0.0,0.0,0.0
f99981bf71543ce587679d80c7a78659,46.0,0.0,0.0,0.0,0.0,0.0,0.0
3ca10a800f7f52c3dc55e2ac1ed4f069,46.0,0.0,0.0,0.0,0.0,0.0,0.0
a4e4dfc8d48b4b1e769bcc11e07c8500,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8ece843a160f087b2cc5b8428777f571,46.0,1.0,0.0,0.0,0.0,0.0,0.0
0fb49bff431f96fe3f9d3638590bbfe5,46.0,0.0,0.0,0.0,0.0,0.0,0.0
d55d3ba4d7df93c686fd9bcf197fd78c,46.0,0.0,0.0,0.0,0.0,0.0,0.0
c04f1be7bf752ebf153b0c90e905844e,46.0,1.0,0.0,0.0,0.0,0.0,0.0
63952da0509653ef0cbd2d93986012ff,46.0,1.0,0.0,0.0,0.0,0.0,0.0
e8943f3670c788d29017454381a567cc,46.0,0.0,0.0,0.0,0.0,0.0,0.0
