user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,total_ad_revenue,total_iap_revenue,total_revenue
1dfb274e6309b0cd40fcbf10f63fda3d,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2bd4acda0ad937619af2a37d115ddc45,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2f9ea236d511719479ad7311e6fa4613,46.0,1.0,0.0,0.0,0.0,0.0,0.0
3440bd427e90319c696a98b1bd1f7742,46.0,0.0,0.0,0.0,0.0,0.0,0.0
41d0711dd093af197bc63a42f8824375,46.0,0.0,0.0,0.0,0.0,0.0,0.0
4a7dbead1bf4f9155444f58b96c8072c,46.0,0.0,0.0,0.0,0.0,0.0,0.0
611e57b156a92abd012b88bae829045d,46.0,0.0,0.0,0.0,0.0,0.0,0.0
64a92bcb734e9dcc41a16d2ccc872ab1,46.0,0.0,0.0,0.0,0.0,0.0,0.0
7501db5a089b9ca29af08ce96bca746e,46.0,0.0,0.0,0.0,0.0,0.0,0.0
83224a7af3c4b13745f1202051d00c83,46.0,0.0,0.0,0.0,0.0,0.0,0.0
a251ff98faee713f434837254f661161,46.0,0.0,0.0,0.0,0.0,0.0,0.0
a6b0a58070c216e7acfda55c7d79d1fc,46.0,0.0,0.0,0.0,0.0,0.0,0.0
b7ba606d4903dcd86b0c7525d10b02e0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
fe7ac10f53fb08e3cbcbdf95d5babd8c,46.0,1.0,0.0,0.0,0.0,0.0,0.0
7fca457373831439984f2c44681b5785,46.0,1.0,0.0,0.0,0.0,0.0,0.0
87771c5d1abd21ca675618e785124cba,46.0,0.0,0.0,0.0,0.0,0.0,0.0
f4e1d3a3007f2db3eea3956108899dde,46.0,0.0,0.0,0.0,0.0,0.0,0.0
5b45a3e46c6508c001929ed15f948091,46.0,0.0,0.0,0.0,0.0,0.0,0.0
73cdc1e9767ebea5bf634a639df61751,46.0,1.0,0.0,0.0,0.0,0.0,0.0
c683b893a420356d3f64e58f3ec0642a,46.0,0.0,0.0,0.0,0.0,0.0,0.0
ffbe244fcd4b672eb439a5629d44aba0,46.0,1.0,0.0,0.0,0.0,0.0,0.0
09b735993e8c31f7651a9e407c9ae186,46.0,0.0,0.0,0.0,0.0,0.0,0.0
972bad507642bd0f3b0de22a40d8ff38,46.0,1.0,0.0,0.0,0.0,0.0,0.0
7598748db6b9ef0ee2cfbd5c5325a2c7,46.0,1.0,0.0,0.0,0.0,0.0,0.0
41c35e04a5400a760eee87385dc5d4ff,46.0,1.0,0.0,0.0,0.0,0.0,0.0
330226e8bb8ea301eb17f62df778d9f2,46.0,1.0,0.0,0.0,0.0,0.0,0.0
a09b0e0cb727291213e337bb180547b5,46.0,0.0,0.0,0.0,0.0,0.0,0.0
dc720635a8d3ad65500a42b056885ecd,46.0,0.0,0.0,0.0,0.0,0.0,0.0
b849e0515d13df84ba1dfec5682ec28c,46.0,1.0,0.0,0.0,0.0,0.0,0.0
ac811c2082e33dbfe7111cc64f7d4ba9,46.0,0.0,0.0,0.0,0.0,0.0,0.0
512526b1f494b3f04f2db3e432141065,46.0,1.0,0.0,0.0,0.0,0.0,0.0
28112cd6d51158fc6d7b0b801974a8b9,46.0,1.0,0.0,0.0,0.0,0.0,0.0
e1eaf24b6689dc75b2182a2ef8173cb9,46.0,1.0,0.0,0.0,0.0,0.0,0.0
7e88cfdcdca142d5cd9c62fa95beb4a8,46.0,0.0,0.0,0.0,0.0,0.0,0.0
cf64a09bf23cb038e0d8f54aa1770616,46.0,1.0,0.0,0.0,0.0,0.0,0.0
027b351f83d33c885bdee3c9aa5eec3e,46.0,0.0,0.0,0.0,0.0,0.0,0.0
6ede8dc72495bcd3bfbd3a2e137f69fd,46.0,1.0,0.0,0.0,0.0,0.0,0.0
8bff64daa0e0679f038c91ece0bb0530,46.0,1.0,0.0,0.0,0.0,0.0,0.0
01da3768bce5fbe3f598970e7c52d446,46.0,1.0,0.0,0.0,0.0,0.0,0.0
2f5188c4ce3a7360b6e55ab162bef5e4,46.0,0.0,0.0,0.0,0.0,0.0,0.0
630bbc186712085f15a08fe71429e3c2,46.0,1.0,0.0,0.0,0.0,0.0,0.0
6418fc2f8b7573b5930e061280cba0d3,46.0,1.0,0.0,0.0,0.0,0.0,0.0
b3121d7b29b14fed9ec2e121059021b8,46.0,1.0,0.0,0.0,0.0,0.0,0.0
98da9f6c789fcc0c1ba4eeddfedc4a85,46.0,1.0,0.0,0.0,0.0,0.0,0.0
082b4699ad5f8e7143a4e504ab5fd32f,46.0,1.0,0.0,0.0,0.0,0.0,0.0
4ede170c6f1b0f947e3662ca9eec6d17,46.0,1.0,0.0,0.0,0.0,0.0,0.0
2b01a5c68972ee84ca4641fc038acca5,46.0,1.0,0.0,0.0,0.0,0.0,0.0
3630c3e84ca4fcd9c500704f7b5cd704,46.0,0.0,0.0,0.0,0.0,0.0,0.0
9e5a2ad2af84e44b9892e1be3dc00847,46.0,1.0,0.0,0.0,0.0,0.0,0.0
81e9259ab8e83b11a1a231e68d6d44cf,46.0,0.0,0.0,0.0,0.0,0.0,0.0
3895601eeb0f16f9e20848382e148981,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2d2e73347099a6a46e1617a2302da50e,46.0,1.0,0.0,0.0,0.0,0.0,0.0
7eb250ec7d42678ea95ef486e0ca8417,46.0,0.0,0.0,0.0,0.0,0.0,0.0
dc7414c9bd47f07e7f15d57f515db572,46.0,1.0,0.0,0.0,0.0,0.0,0.0
12ecd5038cf39e1bab1c5828f362c12e,46.0,0.0,0.0,0.0,0.0,0.0,0.0
484c1472fb9a7c47e4af8bd506040ee7,46.0,0.0,0.0,0.0,0.0,0.0,0.0
875c05f2c4dfafbe3756646eecafae11,46.0,1.0,0.0,0.0,0.0,0.0,0.0
24d1c98c135e34a217171688ecba16a7,46.0,0.0,0.0,0.0,0.0,0.0,0.0
76d3cc0a433fc6b0aa0e5d2d0a0f9a5a,46.0,0.0,0.0,0.0,0.0,0.0,0.0
1e901c23f8f51f4b9e1b39527a0fc4b6,46.0,0.0,0.0,0.0,0.0,0.0,0.0
