user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,total_ad_revenue,total_iap_revenue,total_revenue
127909d005fb7b2103c83a82bb83b8bd,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2b1367546c05766f10b754d473b60aae,45.0,1.0,0.0052178115583956,0.0,0.0,0.0,0.0052178115583956,0.0,0.0052178115583956
386f989a099ec88edbaf0d66b3254ef3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48f5eda63edb3c2c5d2b6e80bbbd79b4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52038687ecbc3fa9b2ec2df5fffd0430,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70d24ac215a5029c8919340d177f9029,45.0,1.0,0.0,0.0,0.0114478254690766,0.0,0.0114478254690766,0.0,0.0114478254690766
7ff63f7df9848b58c5b3448299924de6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903f59229ef3c8899a5d0922cf196340,45.0,0.0,0.0006449664360843,0.0,0.0,0.0,0.0006449664360843,0.0,0.0006449664360843
9a0dabfb1cc2e76ecdc076213c9c5bcf,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9bacc7cb4cf07cc02248cd45840b4da8,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b057605f72068f42e8c228328fdc4e43,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8153df166cba36f11d7d541f12a81a9,45.0,1.0,1.2260099053382874,0.0,1.9177801012992857,0.0,3.1437900066375732,0.0,3.1437900066375732
c208e6d06a5935eb0229d1661f18b9ba,45.0,1.0,0.0029356670565903,0.0,0.0,0.0,0.0029356670565903,0.0,0.0029356670565903
e77e85c466d6443a2ce723ff9ca770e3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc795c60c4ffe7cf2e6821d3a35788ba,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72acfbd39406a6c5869d8c9f22e5e529,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260367962e045412d26eb8e2ff4330b,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7809c7e97ac707d79533e29d0dfe7007,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8f845979516cf2127d7e3cf42e4bc26a,45.0,1.0,0.0020972660277038,0.0,0.0,0.0,0.0020972660277038,0.0,0.0020972660277038
358c2038b6c6ba99b86e484d50117d23,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81242773123c1098c3457555614aeb64,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce62414d794ae59f9c21186729c8a3c3,45.0,0.0,0.0342186549678444,0.0,0.0,0.0,0.0342186549678444,0.0,0.0342186549678444
a9446dd3ccd56eb89b957fb0314b9d3e,45.0,0.0,0.1333312434144318,0.0,0.0,0.0,0.1333312434144318,0.0,0.1333312434144318
f7a6bc664a2e8156fa78ece2b9cba793,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50b5413d18119ac890453b0bc9ae4de2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22b97171faa4eeb69e18a721a5140ac2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3388fe5c7c0a69f10fc5f08a5dc2c005,45.0,0.0,0.0214779414236545,0.0,0.0,0.0,0.0214779414236545,0.0,0.0214779414236545
792b5ba025f594b60c3ca64046c30220,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11a4939b371e92293031396b462e127e,45.0,1.0,0.0015149120008572,0.0,0.0029000850627198,0.0,0.004414997063577,0.0,0.004414997063577
30c08d871aae511bc13885305cb066d2,45.0,0.0,0.0166263275314122,0.0,0.0,0.0,0.0166263275314122,0.0,0.0166263275314122
2aabcd4ec0cd87e3bcc81b052f109881,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89ef78b28ea9de39cc9808d3d89cde5b,45.0,1.0,0.1296484917402267,0.0,0.0,0.0,0.1296484917402267,0.0,0.1296484917402267
e5a1b22283eea070fd3d0ab68568c0bd,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27e15d89e2a98e4b69247c29b0067a1a,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578a2b4b8f3ba6f71b68ae576308ef40,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91b79b799c51001fab9a219d2052def3,45.0,1.0,0.079546635504812,0.0,0.0666038269409909,0.0,0.1461504624458029,0.0,0.1461504624458029
d8d5b9ce3c79f4dcf46162e549317fa8,45.0,0.0,0.0335129844024777,0.0,0.0,0.0,0.0335129844024777,0.0,0.0335129844024777
2719cf5ffe5bc0bb66935e09562c9792,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33cb3f4e5ce62c1a6977001949fe393e,45.0,1.0,0.013254658319056,0.0,0.0366810141131281,0.0,0.0499356724321841,0.0,0.0499356724321841
39bf294d50853fcf4b09fbda7a376a19,45.0,1.0,0.0584718519821763,0.0,0.0423449748195707,0.0,0.100816826801747,0.0,0.100816826801747
238531acf9999e1423ead8d768879b77,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8293ad8954b13f8ae2cd2afe61e99a37,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feb37fb39eff269559f628a49b2ace9f,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c66360e52aa4876204038ec8f963cdf,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e757ce2cfef930cf895850c9c6f9921,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b178eea58b67415611e7d4400da59ee,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625f964a5540c398fa7979a7b8a6b7fc,45.0,0.0,0.0003859864082187,0.0,0.0,0.0,0.0003859864082187,0.0,0.0003859864082187
8ac240118befecd11360b9ff4738e1db,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f73449bcde71b9537a5375ef9ee26ac6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786906be5d4c6ba4a0e88bd84bc25ed1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c94b1fcbb402de0e225cfd253870bb45,45.0,1.0,0.2759478455409407,0.0,0.0,0.0,0.2759478455409407,0.0,0.2759478455409407
85cebda90c1a549e8c5bdeca332f21c4,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0707f114a4542a573859bdded22735ff,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df3d6362c2da647c16c3212d20ec524e,45.0,0.0,0.0081634419038891,0.0,0.0122754145413637,0.0,0.020438856445252798,0.0,0.020438856445252798
67dbfea20bc7b06db20cfb1be474e970,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84aeadde11c3d360b379edb607fa1c1b,45.0,1.0,0.1008749976754188,0.0,0.0,0.0,0.1008749976754188,0.0,0.1008749976754188
0e6a25c981e5d9cdc7bf65a274b37e6e,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30c698528869ad14aafa0c9acca6b4ad,45.0,1.0,0.056793114170432,0.0,0.0,0.0,0.056793114170432,0.0,0.056793114170432
55ec1937b5cffb1171a7c3f21a188ab3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d91c8bb31824cc0263fb76f8931bb759,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ef9cf8da9ca512791360557cf721e4fb,45.0,1.0,0.004932222655043,0.0,0.0,0.0,0.004932222655043,0.0,0.004932222655043
9f42037f430ef0524d89cf57efc4d798,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fe5347f4a9b0b38b5fe7bc75c1c62beb,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03cd49eb472dc4ae044b84e43185c4ef,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820a95900ae34c43ce8960a863172980,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6e77194664d5439ebdc50e8a685ea82,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38e941a1bf3019bf0e6a71a92e04c67d,45.0,0.0,0.0618881788104772,0.0,0.0524764854344539,0.0,0.11436466424493111,0.0,0.11436466424493111
50a8b15675017d92f6c1bae25e31cd65,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
