user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,total_ad_revenue,total_iap_revenue,total_revenue
0bdfa8265602ff14c8f4fa447e28eb9f,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1f40cc3975844387a487498033021204,45.0,1.0,0.2284510284662246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2284510284662246,0.0,0.2284510284662246
277df4c4d86e163fe5df86d1f42eca6b,45.0,0.0,0.0,0.0,0.0,0.0,0.0033679357729852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033679357729852,0.0,0.0033679357729852
28e2e034402c4826179ce8cadfd5c0c4,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b7106bc7706a101e8eafb887aa004bd,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bd9e5579c64d9f85bac496cb3272a67,45.0,0.0,0.0453750006854534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453750006854534,0.0,0.0453750006854534
508cdc568a6c2ef515edc8810c3a0e81,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536c66f9b39e7b970bff5dd4903c63e2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56f9f76a308d3709b44201e6777aaee9,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6bb34d256e8bf2c2c3eab6df2a3b0b49,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7bb2d2f1ab96f972e4a7adb05ec60343,45.0,0.0,0.0064858137629926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064858137629926,0.0,0.0064858137629926
7fe5330881b0562559ab4c30878e3980,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a5659be35a9d965db42e98409e8f488b,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a7084908f75153cdf65c10fe601142d4,45.0,1.0,0.3217573836445808,0.0,0.1779339546337723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996913382783531,0.0,0.4996913382783531
b361891caf84a4290639d82310b26f5a,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b7d89ea9ca4eded156474365e2ca8ce6,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c2dcf630f5fea159a0c12986396ede92,45.0,0.0,0.2241297364234924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241297364234924,0.0,0.2241297364234924
d1983871c18a58d341d0067bd59db6d0,45.0,0.0,0.0154749955981969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154749955981969,0.0,0.0154749955981969
d655bf4a464d7ae6d2a3e01e7b9fab5a,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e637289db5d83d24eeb8c79667b51b94,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e9359e8b758e22eb2df61339e2431ee5,45.0,0.0,0.0099999997764825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099999997764825,0.0,0.0099999997764825
edde659b410bb81cb08496346ba802c3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee54af72a8cede05bfa61cb599289266,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0c8cc4327c471e23016cbbeb4f19743,45.0,1.0,0.0014958099927753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014958099927753,0.0,0.0014958099927753
fd7a3476c466bc89c43ba83cf6311109,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1dfbb278abbdbb7c0ebcabdd82e6d77,45.0,0.0,0.1046780757606029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046780757606029,0.0,0.1046780757606029
0278a4aa02034c337f30946a4c6d08da,45.0,0.0,0.0,0.0,0.0108746698824688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108746698824688,0.0,0.0108746698824688
7bcd0a390ce53521ad6e7abfe4949678,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333e9c5d58f6ad618c5466d0f7aa893d,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858ec6523a25f1592ff8d2705f85446b,45.0,1.0,0.0010742954909801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010742954909801,0.0,0.0010742954909801
2ba6440c3addb30766f2be6fc798ee97,45.0,1.0,0.0063649272779002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063649272779002,0.0,0.0063649272779002
809330d6ce0e2696b166d3c16be54cc2,45.0,1.0,0.005350942723453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005350942723453,0.0,0.005350942723453
50a06d7030d603f617ed72ac13bbfc6a,45.0,1.0,0.0025347841437906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025347841437906,0.0,0.0025347841437906
00640f84ebecf160de7a7511502cb590,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46c312af26e0f7981661371482da9ae6,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f19b85e1cf759a6b7867812daf787f0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b53b1db8152e75628dadb8da1fb299e4,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac20fa9c7233059dd89c0ea41646aac5,45.0,0.0,0.0336502846330404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336502846330404,0.0,0.0336502846330404
eb5f34babc7b3e05a3e1a6e01aec6fc4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42542cf943cd39ab25d375e1315d0cb0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47754104c1f2b5c7244380f44fed9b10,45.0,1.0,0.2259940505027771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259940505027771,0.0,0.2259940505027771
2a5f84327fa0a8046085961d9d944dd9,45.0,0.0,0.0527598802000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527598802000284,0.0,0.0527598802000284
