user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,total_ad_revenue,total_iap_revenue,total_revenue
e04956a9706c5e426a248411fdff42da,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac1046dc37713e394071fa90b4588200,45.0,0.0,1.2424877882003784,9.99,0.0,0.0,0.0,0.0,0.0,0.0,1.2424877882003784,9.99,11.232487788200379
5a8b9b29c396aa6d0a5c027109f8222e,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78759ac54ebcbcd390757f4419b8f4ce,45.0,1.0,0.0138868689537048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138868689537048,0.0,0.0138868689537048
b49ac55aff61871ebf5ebfc70c8f3817,45.0,1.0,0.1431860664742998,0.0,0.0402570342994295,0.0,0.0374037529691122,0.0,0.012030545505695,0.0,0.23287739924853648,0.0,0.23287739924853648
dbc24356912ab37a0ccffae938c49546,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e52b98d63099a9445273bab78e01dd40,45.0,0.0,0.0517919287085533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517919287085533,0.0,0.0517919287085533
0ef342ee2149310865182077e19dee02,45.0,0.0,0.1608303925022483,0.0,0.0840391144156456,0.0,0.0194793976843357,0.0,0.0324804112315177,0.0,0.2968293158337473,0.0,0.2968293158337473
a7cc98a8706374b31bc3dcac21875555,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343e56b7a3c79c362f89413c32b80522,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35b68b3ee15bae2a0728ec146c4476c4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e304930d7d4710f19e5e37a28677160d,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07a8ec2500d9337db226ed1402bcfa3e,45.0,0.0,0.009682523086667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009682523086667,0.0,0.009682523086667
3a91888602beb36ce357c165af74e339,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74e4a4de9ad696d3fc3e3acea2402d05,45.0,1.0,0.0117752673104405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117752673104405,0.0,0.0117752673104405
d75bd6ca4928c0684664509c6a846551,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df5aa1577fc949942bd5316a0402a8eb,45.0,0.0,0.0235832147300243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235832147300243,0.0,0.0235832147300243
2085f2efed973694005f124318639867,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
