user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,total_ad_revenue,total_iap_revenue,total_revenue
03a8f80929a98af02d715e7402ad9909,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fc9afa9330d79f42a6b2959b5b320e5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b8da98423e70b27113dd3eaa6cc8e08,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d796592603fceca05a2eaa71bbcb31e,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e6bc3db1a7671610ab463395aaaa0c5,45.0,1.0,2.3901320695877075,0.0,0.0,0.0,0.0,0.0,2.3901320695877075,0.0,2.3901320695877075
24b12702bdce92a07b17e1e412011bd5,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257351253730392fe3d935b3e558b1b6,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523afe3797cf57d6aa0bc728fa45902e,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69adf72f04e5b66f4a835db5cb5265ee,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6b2c7b123e7a44562d1a8294ee894ae0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78bdd1c7b4ac5635a24347b3c8236b13,45.0,1.0,0.0,0.0,0.3240829771384597,0.0,0.1352236531674862,0.0,0.4593066303059459,0.0,0.4593066303059459
857f68d810fce83cef215d1840365162,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8f5282d98c428d41f5ab6a9b405543ce,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a85c2d93fdde67751789b901cea5b0ad,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab6f397b82431acbaa3371c84a5d1e71,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae74f43b750851fe176a19c791fc0218,45.0,1.0,0.2311375830322504,0.0,0.0,0.0,0.0,0.0,0.2311375830322504,0.0,0.2311375830322504
af7b3cf59744717107492f14c4ad8197,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b21c73fc48ac7bb0fb9cb32f03e75a30,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b85a91e8643eea42519a5e7a23d33baf,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8f47ba7895cf1107b8e23e0a658ab82,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d20e9c7f465058195bc5ab5da57f917d,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e146c04ef0ddb97d47bb19eb683268e7,45.0,0.0,0.1125658825039863,0.0,0.0,0.0,0.0,0.0,0.1125658825039863,0.0,0.1125658825039863
e4cb449b9fc63a746e79e7259dcf3b64,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e87e4b3b4bb20d6b2b90bedf43f3aa59,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5b5d97469879dc25960220b2d9e84ca,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db65ccc9ba9c55eadc5ffba800b657a9,45.0,0.0,0.0,0.0,0.0,0.0,0.0041451412253081,0.0,0.0041451412253081,0.0,0.0041451412253081
b33fe838f123f50fe537566e4994a3c9,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371a19f9a666b18726d2f577d59811c0,45.0,1.0,0.0566124804317951,0.0,0.1016337734181433,0.0,0.0865889323176816,0.0,0.24483518616762,0.0,0.24483518616762
54e78aa990aacd96c8c86c9203fb7c3b,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd0d2c23739142fd200ace2619c5fc96,45.0,1.0,0.0136295640841126,0.0,0.0,0.0,0.0,0.0,0.0136295640841126,0.0,0.0136295640841126
28f1e27ac47fb02c5afbe57fdd99adc3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58373fd19c6d2e8bc822b0680d8f5eec,45.0,0.0,0.4914485588669777,0.0,0.0,0.0,0.0,0.0,0.4914485588669777,0.0,0.4914485588669777
b3e105a6e252891855aeb1c10e8052c8,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc03a0d31390760a8a94d5a60845d97f,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0bb87b3954199b8729c45e956c11680d,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5828aeff684283323ef42ce587a262b3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700bf839ebabde5c79b6ddf716397135,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7d0af913acc8fe739e0abadee4342fea,45.0,0.0,0.1882538669742643,0.0,0.035437976475805,0.0,0.0,0.0,0.22369184345006932,0.0,0.22369184345006932
cdc257f63d308946ba7f91b3aa28eee7,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9fd48991a8de3106a8b522bd5c103818,45.0,0.0,0.0099999997764825,0.0,0.0,0.0,0.0,0.0,0.0099999997764825,0.0,0.0099999997764825
47311613f0f29319f8475fdb5ed178d2,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2715ddfe237f11aa2a7c6c39c58c179,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f566a591326e3e148bfb3efb82952bb2,45.0,0.0,0.0182268600910902,0.0,0.0,0.0,0.0,0.0,0.0182268600910902,0.0,0.0182268600910902
66165140236d586b8acb47603f66f595,45.0,0.0,0.0080403564497828,0.0,0.0112867823336273,0.0,0.0,0.0,0.0193271387834101,0.0,0.0193271387834101
5e163f865879cbe01ad773b6ebdb2436,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294f3fc63a5615bbda663b5ff4bbec53,45.0,0.0,1.1807762384414673,0.0,0.0,0.0,0.0,0.0,1.1807762384414673,0.0,1.1807762384414673
5fc4e3a513d959307bf5d71b96b9ce3d,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6dd705af3590b12da2408ecdf63a8d5f,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
