user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
1cfc9f78e2d1a8ac5f6860c324028ba7,,,,cpc,France,,Android 13
24ce5e1d386abec697e4101459f12b28,,,,cpc,Poland,,Android 15
253d36affc6735a03f794c2357690dc5,,,,organic,Russia,,Android 11
32bc7753b4fec52b4a8f08c9a30359b6,,,,organic,Russia,,Android 14
42cca457bb82efeb94a43e38abae563a,,,,organic,Russia,,Android 14
4bc77733903efe36f531d861992066f2,,,,organic,India,,Android 14
4e29105cc4ee60ce8f0f36efe4a2b57a,,,,organic,Russia,,Android 13
5050ea9bfd792248dde2d95d550f1950,,,,organic,Germany,,Android 13
730b7a9370132e6dbb5f3426050e38a7,,,,organic,Russia,,Android 14
7d11c7ddd99c2e92e936096f81e249fc,,,,organic,Russia,,Android 11
7ed9b254987b93fecae54b027e5d3b98,,,,organic,Ukraine,,Android 14
8a284a1569d59ee7cfe8553d4ca4ffc2,,,HEX (GA) - Globe #adROAS,cpc,Malaysia,,Android 14
8eb42e63d19bfd7898e291fdec385c0f,,,,organic,Russia,,Android 14
96aba024b196f0f800d5576be034aba9,,,,organic,Poland,Google,Android 13
c1e92a050f1d3f37ce2bb408f77f3948,,,,organic,Russia,,Android 8.1.0
ddf70579bb3b409f9b9040d9edb89444,,,HEX (GA) - US #hybridROAS,cpc,United States,,Android 13
e9aee805c8e9b5445faed4a05346e991,,,HEX (GA) - T1 #hybridROAS,cpc,Canada,,Android 13
fbb2f99a066569df0c1582e72e0b9332,,,,organic,United Arab Emirates,Google,Android 14
fc6c86c3709e60f13bc2981b23630113,,,HEX (GA) - US #hybridROAS,cpc,United States,,Android 14
fe14e01b8aa3f3cfc1f4e06806f0c33c,,,HEX (GA) - Globe #adROAS,cpc,Armenia,,Android 14
abcc7b23d8a20ec37fba9d664a0125ae,,,,organic,Russia,Tecno,Android 14
1670cb56e497a0171f025f6413a9f02e,,,,organic,Russia,Tecno,Android 12
76df8df783fb42c2d551cb7a7676fca6,,,,organic,Russia,Tecno,Android 12
50bcd9cd037cc6aab159aed203efe783,,,,organic,Russia,Tecno,Android 13
365581ec15d55797099932a62f710034,,,,organic,Switzerland,Fairphone,Android 11
f7469f22dcaa3f46d0fe570da0a63fd8,,,HEX (GA) - Globe #adROAS,cpc,Bulgaria,Nokia,Android 13
39c6d946836005d2977a8b213207015f,,,HEX (GA) - Globe #adROAS,cpc,Russia,Tecno,Android 13
3aa6369281f35fc6f946420ebdf7ee81,,,,organic,Russia,Tecno,Android 13
435aebb8d600ec3e36ff3f6d84d38060,,,HEX (GA) - Globe #adROAS,cpc,Bulgaria,Tecno,Android 13
4a363beb4b061abf86c24874f3a866bb,,,,organic,Russia,Tecno,Android 14
9df23246204eba44b4f96669a50edc66,,,,organic,Venezuela,Tecno,Android 14
f5082381d6c84cbe962cbd76b188ace6,,,,organic,Vietnam,Tecno,Android 11
1786890d167ce3aa1b35f2b6447b5595,,,,organic,Russia,Tecno,Android 14
793034897ced4190bb97b655a1317c18,,,,organic,Indonesia,Tecno,Android 14
ad7adc89f219a0b9e0d61c6125043e3f,,,HEX (GA) - Globe #adROAS,cpc,Russia,Tecno,Android 14
d124f9f4f344dd2480ca94854e86544b,,,,organic,Russia,Tecno,Android 14
d9566b640acae9866d79974f05b72bd0,,,HEX (GA) - Globe #adROAS,cpc,Russia,Tecno,Android 14
fcf16a333b52f0b2ed92bdf064274f38,,,,organic,Slovenia,CAT,Android 12
c9af95d6423d1444edc4536e321fc628,,,HEX (GA) - Globe #adROAS,cpc,Poland,Oukitel,Android 10
51cacf4a3c10bf43c36bc04714d05706,,,,organic,Russia,Vivo,Android 12
