user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
05572b534926485578de9734bfb8efd9,,,,organic,Panama,,Android 14
1a468f8b5cb060c47b1dc5e40b3c8166,,,,organic,Indonesia,,Android 14
2091dc3f80ce4d1fc6c1d998fda6ebc7,,,HEX (GA) - Globe #adROAS,cpc,Canada,,Android 14
2404d039534891f8619a3849696c0cfc,,,HEX (GA) - US #hybridROAS,cpc,United States,,Android 14
2652fb18417e32b405dc654d0f738544,,,,organic,South Africa,Google,Android 14
267bc39bbb67da78698c7531db552f41,,,,organic,Russia,,Android 15
2de294dcf75790913f377b7e15a053fa,,,,organic,United States,,Android 14
337036076dc561fa1a399637730b7b82,,,,organic,Canada,,Android 13
367fdd276ae0a302c35f9169a524e277,,,(direct),(none),Germany,,Android 14
3c7c96fc0f48480aaa91b56fef133dc9,,,(direct),(none),Palestine,,Android 13
4887ae8d0719a7352788b38861545d9b,,,(direct),(none),Germany,,Android 14
4bdd440d95f34be9df9f47c7ea624975,,,HEX (GA) - Globe #adROAS,cpc,Argentina,,Android 14
5bca6227829caec854161ec27605d5c9,,,,organic,Canada,,Android 14
60689d1f05913432c3a735ba85a33964,,,HEX (GA) - Globe #adROAS,cpc,Brazil,,Android 14
6cc76b9e03b5e2d5dc7088229b76ed8d,,,,organic,Türkiye,,Android 13
6f4adc5cdb77e1f079068d8e908c0585,,,HEX (GA) - Globe #adROAS,cpc,France,,Android 13
703873e090cf9557d28aeaef5bc0ab70,,,,organic,Germany,,Android 13
7189885fbb1d91d8172eba879289e7f1,,,,organic,United States,,Android 14
7d78df6ba8cb572829ff7d8a04de8d98,,,HEX (GA) - Globe #adROAS,cpc,Thailand,,Android 14
83b04ddd31620bae1ab61d7d1c739590,,,HEX (GA) - US #hybridROAS,cpc,United States,,Android 14
88c2f11e5c5344c89ad93ce8f01948f4,,,HEX (GA) - T1 #hybridROAS,cpc,Japan,,Android 14
94e6cf78ad7ee25afce157ffccf90aec,,,,organic,Thailand,,Android 14
9762970df1fb3d930c5471641cb9a4d2,,,,organic,Mexico,,Android 14
99144b0643356268f2e1b5d5b4e0e94f,,,,cpc,Belgium,,Android 14
9b327af737f99f12d15d8dd218d72e0c,,,(direct),(none),Russia,,Android 14
9bf115fb6a3e39214e9b01743526036f,,,,organic,Russia,,Android 12
a6b2ecc5d4edfd2766449164c97d1ce7,,,HEX (GA) - Globe #adROAS,cpc,Ukraine,,Android 13
a809a8c4233ab4fffafd8e50fd818a84,,,,organic,Portugal,Google,Android 14
b346bc1bc35b57b7ee303437522f2b9e,,,(direct),(none),Trinidad & Tobago,,Android 13
b38db330a43949eba33ca1163d7c6046,,,HEX (GA) - Globe #adROAS,cpc,Morocco,,Android 14
b634f0d1157c5e383df3397bad28f60a,,,,organic,United States,,Android 14
c43379125b9828f17725f4521d2fe8d9,,,,organic,Germany,,Android 11
c527c782691793d4b218016294c12ad5,,,(direct),(none),United States,,Android 14
cb79de0c192c7a066a5cfb931295b1fd,,,,organic,Brazil,,Android 14
cd67ad46ed72088f86d386b932eab70f,,,,organic,Indonesia,,Android 12
cf99d91bda1a05ebea91c7efb8d60dc7,,,HEX (GA) - Globe #adROAS,cpc,Slovenia,,Android 14
d67896c153d5c8ad6fa218b1c482f29e,,,HEX (GA) - Globe #adROAS,cpc,Russia,,Android 15
e573750bc563d0597ab1b1038405c599,,,,organic,Russia,,Android 14
ea71bbb3c1b2dac42b1ff2a33fabc562,,,HEX (GA) - US #hybridROAS,cpc,United States,,Android 10
eb4a2e880ead880e9f10fac72ee651c3,,,,organic,United States,Google,Android 13
f2d3ae6fd1d942f22fac8f4c7ef8776f,,,,organic,United States,HP,Android 9
fb5892dfcac838d13eae0478a0a32fbc,,,HEX (GA) - Globe #adROAS,cpc,Germany,,Android 15
fc923e830cdcebff7f7650e23e1c6b17,,,HEX (GA) - Globe #adROAS,cpc,United States,,Android 13
379ff110c5c1620ebfab5a588e710eff,,,,organic,Russia,Nokia,Android 11
c76de670bf5db98ddace843e1da48335,,,,organic,Russia,Tecno,Android 12
0014f8bd0d5ff5deff64ac9266b19607,,,,organic,Russia,Tecno,Android 13
6acb070031e35e4f27c85bce3697165f,,,,organic,Russia,Tecno,Android 13
c935cc01782993132c8952ea591d7979,,,HEX (GA) - Globe #adROAS,cpc,Colombia,Tecno,Android 13
7c7a146abfc20d50684ceb9f2f9d125f,,,HEX (GA) - Globe #adROAS,cpc,Türkiye,Tecno,Android 14
20fba2bf6d990bf280f6cb70615ed923,,,,organic,Germany,Fairphone,Android 14
855dad63f66516ba9be3ff73d10d8492,,,,cpc,Germany,Nokia,Android 14
19aec35affdbde95c5419b327fcb9ffe,,,,organic,Colombia,Tecno,Android 13
