user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
087db2b2abd8f7f3bd947dbb89ac6c19,46,0,(direct),(none),United States,,Android 14
31b29a115467eccf1ee4816479071b02,46,0,HEX (GA) - Globe #adROAS,cpc,Ukraine,,Android 8.1.0
38fdd0b111a76de54ec97580986776d2,46,0,,organic,Spain,,Android 14
41133533bd061eecd99c10f230d8fa04,46,0,,organic,Russia,,Android 14
52b9ff6b4ad25bac1f9b1d29c52ee0b8,46,0,,organic,United States,,Android 14
539c9f7b76002d54546560424e1e08c9,46,1,,organic,Poland,,Android 13
5b932428673872d50a0081ece433e0b8,46,1,,organic,Russia,,Android 15
6ee8fabb265b983b71607de225f072b0,46,0,(direct),(none),Spain,,Android 12
84ac9f9db04fe38b42e82a8afa6bfe80,46,1,HEX (GA) - T1 #adROAS,cpc,Japan,,Android 14
8d761aa5da378bbb9c71688b27c69939,46,1,(direct),(none),Czechia,,Android 12
9cef7c82c24c5414b7ea756d106fe618,46,1,HEX (GA) - Globe #adROAS,cpc,Ireland,,Android 15
bd2c58ce7c81f5c7e551c2e86113756f,46,0,HEX (GA) - T1 #adROAS,cpc,United States,,Android 14
cb05a4102cf4dd2082553a210d9d65d5,,,,organic,United States,,Android 13
cbb3b8a763320f2c933029622962bafa,46,0,,organic,Japan,,Android 10
d876be3d7144fcb5e02acebbc9d06456,46,1,HEX (GA) - T1 #adROAS,cpc,United States,,Android 15
dc0450e3ced9abd55b2fcd8ebe537e8d,46,0,,organic,Russia,,Android 14
e36b04104121caba78f90abb43a0f759,,,,organic,United Kingdom,,Android 13
ec795e964f5092320b8ab9213c3a8815,46,1,,organic,Germany,Google,Android 13
f4a14b9df699a09e5d4c2f643bcd3d13,46,1,,organic,Russia,,Android 14
9ec52b6abdc3d975d727a82a14471ae3,46,0,,organic,United States,ONN,Android 11
66f1578f153943d6b7df4b2b3b05377c,46,1,,organic,Japan,NEC,Android 10
8725a464d81213b764ceffcc887c8d72,46,1,,cpc,Thailand,Vivo,Android 7.1.2
2bbe00426b0172c9fae7f366f4bedb47,46,1,,organic,Indonesia,Vivo,Android 8.1.0
219d2942c8c1d60ed609e54257ad28b3,46,1,,organic,Belarus,Xiaomi,Android 13
bd2bed9f03edaf90e30bbbb2176697aa,46,0,(direct),(none),Greece,Xiaomi,Android 13
28c6f98047f655ae8703252536f99e73,46,0,,organic,Russia,Xiaomi,Android 12
840717c8b3b7c3d03bf9880fcf7c04c9,46,0,HEX (GA) - Globe #adROAS,cpc,Mexico,Xiaomi,Android 12
08a1e790de5c1f524db7ce37408548b3,46,1,,organic,United Kingdom,Xiaomi,Android 14
0d8e7c5dc227b9af16981146aac11a07,46,0,(direct),(none),Ukraine,Xiaomi,Android 14
0e06fc98c894ec1a2bf16c416344b16d,46,1,,organic,India,Xiaomi,Android 11
5ef8270194afc27346bd64454db5aa57,46,1,(direct),(none),France,Xiaomi,Android 13
173ee04524800887e6bcafb4ef1560d3,46,1,,organic,Ukraine,Xiaomi,Android 14
f536eaa3ce624db01fe95cbb3d41579d,46,0,,organic,Russia,Xiaomi,Android 14
3c697641de01437619348c57f13f9d99,46,0,,organic,Belarus,Xiaomi,Android 13
54e2f20705d5fcdd9e33ebd0d68d63b0,46,1,HEX (GA) - Globe #adROAS,cpc,United States,Xiaomi,Android 11
