user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
03567f2bafbe3cf781607293e78439cf,,,,organic,Poland,,Android 14
03e7129496612c9c86cf43701158809d,,,,organic,Russia,,Android 14
132e601db77e3ee096238fbc179f8610,,,HEX (GA) - Globe #adROAS,cpc,Ukraine,,Android 13
137325f06fe4110319b80edca863fbd5,,,,organic,Russia,,Android 14
169e301b640ac01df3ac445b4e95f5d8,,,HEX (GA) - T1 #hybridROAS,cpc,Russia,,Android 14
1dbcc06873b6e56c96438176d9387d57,,,,organic,Pakistan,MediaTek,Android 11
1f9eb5416f7b0a7aaed7dd6d74c20de5,,,,organic,Poland,,Android 14
21a0d81f2e473224c4a5ac4cc8ffb19c,,,,organic,Czechia,,Android 14
399f55e8ed6d18a4cc70abed8401f51c,,,,organic,Brazil,,Android 14
40a0a73c4ff989d3fa13c3dec8c13f35,,,,organic,United States,,Android 14
4c12da04e78150722275159ba2805a90,,,,organic,United States,Google,Android 14
51c473ea6c1502c979ea84167a2b72e7,,,,organic,Argentina,,Android 14
588f7cfa3af3806f093f66d7f55c565f,,,,organic,Germany,,Android 14
5dd772eaddbb4c7cced99535d829c1c5,,,,organic,Russia,,Android 13
5e69aba13520fdbb7d4e3e336f1a0019,,,(direct),(none),Zimbabwe,,Android 14
63fe590225c357dba12bd3ad525c84d2,,,,organic,Germany,,Android 14
647c7c3c8601f76f7fac1f4762756c43,,,HEX (GA) - Globe #adROAS,cpc,Ukraine,,Android 14
67a7c56b1d0aad0744c98c1ad3ff34a4,,,HEX (GA) - T1 #hybridROAS,cpc,Japan,,Android 14
6dfdd421992f2455fc7a5703c99d0857,,,,organic,Russia,,Android 14
745c5dd5af135f2d2d792551f40c8fb4,,,,organic,United States,,Android 14
781177e0dba208e1ff2d2dcf3410b48c,,,(direct),(none),Canada,,Android 13
798ec938a96ec20774d7657be50f9037,,,(direct),(none),Iran,,Android 11
859e0ad2ad2f7b1732b4259686f572f6,,,,organic,Germany,Google,Android 14
86cb3b0fd4c2c7b9095e5afa5ad24b0c,,,HEX (GA) - Globe #adROAS,cpc,Indonesia,,Android 14
87105e93c4299190a55f982e3a19d421,,,,organic,Czechia,Google,Android 14
8d0b1b5ea4a5ad0b61e56cd16ac71ce4,,,,organic,Russia,,Android 14
99d92b64271b8e287402f9419afd0cc2,,,,organic,Brazil,Google,Android 14
99f38017dae2b96ed13e868aeb4f3583,,,HEX (GA) - T1 #hybridROAS,cpc,Germany,,Android 14
a44d9b5dd030f9b28e4d38535a1e0e1a,,,,organic,Czechia,,Android 14
ad2a1c42a4617a857491aa7d10714f0b,,,,organic,France,,Android 14
ae9b04df209b9b9062ccfea0650ea385,,,,cpc,Germany,Google,Android 13
c6648cfba64768d461408a738d515870,,,,organic,Philippines,Google,Android 14
