user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
1dfb274e6309b0cd40fcbf10f63fda3d,46,0,HEX (GA) - Globe #adROAS,cpc,Malaysia,,Android 15
2bd4acda0ad937619af2a37d115ddc45,46,0,(direct),(none),Germany,,Android 15
2f9ea236d511719479ad7311e6fa4613,46,1,,cpc,Hungary,,Android 13
3440bd427e90319c696a98b1bd1f7742,46,0,(direct),(none),Germany,,Android 15
41d0711dd093af197bc63a42f8824375,46,0,,organic,Russia,,Android 10
4a7dbead1bf4f9155444f58b96c8072c,46,0,(direct),(none),Spain,,Android 13
611e57b156a92abd012b88bae829045d,46,0,,organic,United States,,Android 14
64a92bcb734e9dcc41a16d2ccc872ab1,46,0,,organic,Singapore,,Android 15
7501db5a089b9ca29af08ce96bca746e,46,0,,organic,France,,Android 14
83224a7af3c4b13745f1202051d00c83,46,0,HEX (GA) - Globe #adROAS,cpc,Philippines,,Android 15
a251ff98faee713f434837254f661161,46,0,HEX (GA) - T1 #adROAS,cpc,Australia,,Android 14
a6b0a58070c216e7acfda55c7d79d1fc,46,0,,organic,Russia,,Android 15
b7ba606d4903dcd86b0c7525d10b02e0,46,0,,organic,Mexico,,Android 14
fe7ac10f53fb08e3cbcbdf95d5babd8c,46,1,HEX (GA) - Globe #adROAS,cpc,Indonesia,,Android 15
37312fa3f2cb242b2f44ff928c7d1997,,,HEX (GA) - T1 #adROAS,cpc,United States,ONN,Android 15
7fca457373831439984f2c44681b5785,46,1,HEX (GA) - Globe #adROAS,cpc,Indonesia,Vivo,Android 11
87771c5d1abd21ca675618e785124cba,46,0,HEX (GA) - Globe #adROAS,cpc,Indonesia,Vivo,Android 11
f4e1d3a3007f2db3eea3956108899dde,46,0,HEX (GA) - Globe #adROAS,cpc,Greece,Xiaomi,Android 13
5b45a3e46c6508c001929ed15f948091,46,0,HEX (GA) - Globe #adROAS,cpc,Thailand,Xiaomi,Android 14
73cdc1e9767ebea5bf634a639df61751,46,1,(direct),(none),Germany,Xiaomi,Android 14
c683b893a420356d3f64e58f3ec0642a,46,0,,organic,Vietnam,Xiaomi,Android 11
ffbe244fcd4b672eb439a5629d44aba0,46,1,(direct),(none),Vietnam,Xiaomi,Android 14
09b735993e8c31f7651a9e407c9ae186,46,0,HEX (GA) - T1 #adROAS,cpc,Russia,Xiaomi,Android 13
972bad507642bd0f3b0de22a40d8ff38,46,1,,organic,Russia,Xiaomi,Android 14
7598748db6b9ef0ee2cfbd5c5325a2c7,46,1,,organic,Russia,POCO,Android 14
41c35e04a5400a760eee87385dc5d4ff,46,1,,organic,Russia,Xiaomi,Android 13
330226e8bb8ea301eb17f62df778d9f2,46,1,HEX (GA) - T1 #adROAS,cpc,Austria,Xiaomi,Android 12
a09b0e0cb727291213e337bb180547b5,46,0,HEX (GA) - Globe #adROAS,cpc,Belarus,Xiaomi,Android 13
