user_pseudo_id,experiment_number,experiment_group,name,medium,country,mobile_model_name,operating_system_version
0560a1870159c41cf55ffe3cddac6699,46,1,HEX (GA) - Globe #adROAS,cpc,Peru,,Android 15
129074b6f1fb1c50a30ff17b15d50b35,46,1,,organic,Netherlands,,Android 9
20f9aa43e9b16e3312b2e57770ea5c53,46,1,,organic,Bangladesh,,Android 14
2212b3f376b203dfdcb438560139768e,46,0,,organic,France,,Android 15
290a8a9cc4c12a948813116c3ec9eeb6,46,0,,cpc,France,,Android 13
3d9a1e78109359f206296ba0707bb2c9,46,1,,organic,Poland,,Android 13
6da820f744ebe5228360d95303ce91d6,46,0,HEX (GA) - T1 #adROAS,cpc,United Kingdom,Google,Android 13
6fd52b27ebda872060c37ac9056890a3,46,0,,organic,Germany,,Android 15
a4ea11bef4c664c09ba073e82f4c5812,46,0,,organic,Indonesia,Google,Android 13
a71ed00ecc850b925607aea7a54ba435,46,1,,organic,Russia,,Android 15
a853778060468132da247dab9678e212,46,0,,organic,United States,Google,Android 14
ab446f8e6722f309f2597874255aa326,46,0,,organic,Russia,,Android 11
ab65a7ef0b6c70f6339efe24b350d428,46,0,,organic,United States,,Android 14
ffcee99002d5bb119aa4448dc860022e,46,1,HEX (GA) - Globe #adROAS,cpc,Greece,,Android 14
16a2931ce9dc15096b54b71271ae6df9,46,0,HEX (GA) - T1 #adROAS,cpc,United States,ONN,Android 14
5a1dc4d03ad971179e477ed9a7417dc0,46,0,,organic,India,Vivo,Android 9
5e2f0d05181a97f7919c2679e6c21b5c,46,0,HEX (GA) - Globe #adROAS,cpc,Ukraine,Vivo,Android 11
8502c6e057a9a0d62517b60564cade04,46,1,(direct),(none),Russia,Vivo,Android 11
fedfe35e6d0d6d754b5fa61805ddc7d0,46,0,(direct),(none),Indonesia,Vivo,Android 12
e1a97a5d1289814952551fdba1ceddb5,46,0,,organic,Russia,Xiaomi,Android 13
abd52da4a25d0cd797b3666671fedc71,,,HEX (GA) - Globe #adROAS,cpc,Iran,POCO,Android 13
